generation,elapsed,best_len,gap,diversity,migrations
10,0.0213242,18267.7,14.6766,0.18485,1
20,0.041338,18038.6,13.2384,0.0382167,9
30,0.060837,18028.9,13.1775,0.00429167,17
40,0.0792301,17922.4,12.5089,0.00698333,25
50,0.0998881,17857.5,12.1018,0.0437583,33
60,0.120845,17831.5,11.9381,0.00205833,41
70,0.14144,17791,11.6843,0.00398333,49
80,0.159492,17732,11.3137,0.00569167,57
90,0.180094,17668.9,10.9178,0.00236667,65
100,0.199383,17600,10.4852,0.00565,73
110,0.220467,17552.3,10.1859,0.00536667,81
120,0.240082,17481.3,9.73997,0.00386667,89
130,0.260172,17456.5,9.58445,0.00441667,97
140,0.277034,17443.1,9.50005,0.00295,106
150,0.29828,17443.1,9.50005,0.00216667,113
160,0.317288,17432.8,9.43559,0.00261667,121
170,0.337151,17419.7,9.35348,0.0026,129
180,0.354764,17403.1,9.24926,0.00173333,137
190,0.374473,17383.8,9.12776,0.003225,145
200,0.394783,17379.9,9.10321,0.00335833,153
210,0.413357,17330.3,8.7923,0.00135833,161
220,0.434033,17330.3,8.7923,0.00571667,169
230,0.453747,17285.9,8.51326,0.00560833,177
240,0.474253,17265.2,8.38359,0.00373333,185
250,0.492394,17261.6,8.36095,0.00265,193
260,0.514034,17261.6,8.36095,0.0021,201
270,0.591405,17230.5,8.16563,0.00253333,210
280,0.622464,17225.5,8.13392,0.00355,217
290,0.651496,17206.7,8.01642,0.00190833,225
300,0.688598,17196.5,7.95196,0.00236667,233
310,0.718261,17193.4,7.9327,0.00138333,241
320,0.74327,17184.1,7.87456,0.00145,249
330,0.777676,17181.1,7.8553,0.00253333,257
340,0.844401,17181.1,7.8553,0.00176667,265
350,0.905567,17181.1,7.8553,0.001925,273
360,0.947405,17146,7.63538,0.00230833,281
370,0.983495,17146,7.63538,0.00261667,289
380,1.01081,17146,7.63538,0.00209167,298
390,1.04346,17146,7.63538,0.00178333,305
400,1.07112,17146,7.63538,0.00188333,313
410,1.10768,17146,7.63538,0.0023,322
420,1.14286,17105.8,7.38292,0.00194167,329
430,1.17607,17105.8,7.38292,0.001675,337
440,1.20529,17105.8,7.38292,0.002125,345
450,1.23629,17094,7.30851,0.00179167,353
460,1.26277,17094,7.30851,0.00213333,361
470,1.30265,17094,7.30851,0.00215,369
480,1.334,17094,7.30851,0.00163333,377
490,1.36945,17094,7.30851,0.00206667,385
500,1.39738,17094,7.30851,0.00168333,393
510,1.4309,17087.6,7.26823,0.0017,401
520,1.46341,17087.6,7.26823,0.00175,409
530,1.49601,17087.6,7.26823,0.00210833,417
540,1.53053,17087.3,7.26654,0.00186667,425
550,1.56148,17087.3,7.26654,0.00138333,433
560,1.6017,17055.7,7.06847,0.00234167,441
570,1.64183,17055.7,7.06847,0.00228333,449
580,1.68531,17055.7,7.06847,0.00151667,457
590,1.71369,17055.7,7.06847,0.00135833,465
600,1.74876,17055.7,7.06847,0.00214167,473
610,1.78548,17055.7,7.06847,0.00218333,481
620,1.81444,17055.7,7.06847,0.00220833,489
630,1.84662,17055.7,7.06847,0.00218333,497
640,1.88082,17055.7,7.06847,0.00119167,505
650,1.91605,17055.7,7.06847,0.0027,513
660,1.95106,17055.7,7.06847,0.001725,521
670,1.97628,17055.7,7.06847,0.00166667,529
680,2.00698,17055.7,7.06847,0.00220833,537
690,2.04601,17055.7,7.06847,0.00119167,546
700,2.0912,17055.7,7.06847,0.00120833,553
710,2.13116,17055.7,7.06847,0.002075,561
720,2.16899,17055.7,7.06847,0.00154167,569
730,2.20137,17055.7,7.06847,0.001875,577
740,2.23669,17055.7,7.06847,0.00190833,585
750,2.26952,17047.9,7.01936,0.00139167,593
760,2.30571,17047.9,7.01936,0.00163333,601
770,2.34467,17047.9,7.01936,0.00158333,609
780,2.37431,17047.9,7.01936,0.0016,617
790,2.4034,17047.9,7.01936,0.00175833,625
800,2.46418,17047.9,7.01936,0.00244167,633
810,2.52669,17047.9,7.01936,0.00181667,641
820,2.58864,17029.8,6.90557,0.00199167,649
830,2.63337,17029.8,6.90557,0.00173333,657
840,2.67631,17029.8,6.90557,0.00215833,665
850,2.72488,17029.8,6.90557,0.0012,673
860,2.7588,17029.8,6.90557,0.00265,682
870,2.78888,17029.8,6.90557,0.00184167,689
880,2.823,17029.8,6.90557,0.00190833,697
890,2.85613,17029.8,6.90557,0.00209167,705
900,2.89012,17029.8,6.90557,0.00124167,713
910,2.9156,17029.8,6.90557,0.0012,721
920,2.96145,17029.8,6.90557,0.00170833,729
930,2.9992,17029.8,6.90557,0.00175833,737
940,3.03231,17029.8,6.90557,0.00174167,745
