mode,engine,instance,n,threads,islands,island_pop,total_pop,generations,seed,twoopt,tau,best_len,gap,total_time,time_to_target,migrations,stag_epochs,island_epochs,valid,landscape,epoch_len
island-fixed,opt,clustered600,600,4,8,30,240,7170,3,0,0.15,7143.03,-1,4.002,-1,5736,5728,5736,0,clustered600,10
island-fixed,opt,clustered600,600,4,8,30,240,7530,4,0,0.15,6776.24,-1,4.002,-1,6024,6014,6024,0,clustered600,10
island-fixed,opt,clustered600,600,4,8,30,240,7320,5,0,0.15,7940.47,-1,4.005,-1,5856,5846,5856,0,clustered600,10
island-fixed,opt,clustered600,600,4,8,30,240,7170,6,0,0.15,6865.37,-1,4.005,-1,5736,5730,5736,0,clustered600,10
island-fixed,opt,clustered600,600,4,8,30,240,6970,7,0,0.15,8404.9,-1,4.002,-1,5576,5571,5576,0,clustered600,10
island-fixed,opt,clustered600,600,4,8,30,240,7430,8,0,0.15,6321.97,-1,4.002,-1,5944,5937,5944,0,clustered600,10
island-fixed,opt,clustered600,600,4,8,30,240,7525,1,0,0.15,8093.54,-1,4,-1,2408,2408,2408,0,clustered600,25
island-fixed,opt,clustered600,600,4,8,30,240,7175,2,0,0.15,8434.11,-1,4.005,-1,2296,2296,2296,0,clustered600,25
island-fixed,opt,clustered600,600,4,8,30,240,7875,3,0,0.15,8523.19,-1,4.003,-1,2520,2520,2520,0,clustered600,25
island-fixed,opt,clustered600,600,4,8,30,240,8925,4,0,0.15,6693.4,-1,4.002,-1,2856,2856,2856,0,clustered600,25
island-fixed,opt,clustered600,600,4,8,30,240,8975,5,0,0.15,7885.02,-1,4.004,-1,2872,2872,2872,0,clustered600,25
island-fixed,opt,clustered600,600,4,8,30,240,8725,6,0,0.15,7451.33,-1,4.006,-1,2792,2792,2792,0,clustered600,25
island-fixed,opt,clustered600,600,4,8,30,240,7725,7,0,0.15,9054.8,-1,4.007,-1,2472,2472,2472,0,clustered600,25
island-fixed,opt,clustered600,600,4,8,30,240,8100,8,0,0.15,7836.28,-1,4.01,-1,2592,2592,2592,0,clustered600,25
island-fixed,opt,clustered600,600,4,8,30,240,9600,1,0,0.15,8299.33,-1,4.008,-1,1536,1536,1536,0,clustered600,50
island-fixed,opt,clustered600,600,4,8,30,240,9100,2,0,0.15,9381.34,-1,4.015,-1,1456,1456,1456,0,clustered600,50
island-fixed,opt,clustered600,600,4,8,30,240,9200,3,0,0.15,9065.46,-1,4.014,-1,1472,1472,1472,0,clustered600,50
island-fixed,opt,clustered600,600,4,8,30,240,9000,4,0,0.15,8242.66,-1,4.01,-1,1440,1440,1440,0,clustered600,50
island-fixed,opt,clustered600,600,4,8,30,240,9200,5,0,0.15,9436.01,-1,4.018,-1,1472,1472,1472,0,clustered600,50
island-fixed,opt,clustered600,600,4,8,30,240,9100,6,0,0.15,7955.57,-1,4,-1,1456,1456,1456,0,clustered600,50
island-fixed,opt,clustered600,600,4,8,30,240,9050,7,0,0.15,9207.83,-1,4.002,-1,1448,1448,1448,0,clustered600,50
island-fixed,opt,clustered600,600,4,8,30,240,9350,8,0,0.15,7606.77,-1,4.022,-1,1496,1496,1496,0,clustered600,50
island-fixed,opt,clustered600,600,4,8,30,240,9400,1,0,0.15,9821.22,-1,4.007,-1,752,752,752,0,clustered600,100
island-fixed,opt,clustered600,600,4,8,30,240,9600,2,0,0.15,8880.14,-1,4.011,-1,768,768,768,0,clustered600,100
island-fixed,opt,clustered600,600,4,8,30,240,9300,3,0,0.15,8948.78,-1,4.002,-1,744,744,744,0,clustered600,100
island-fixed,opt,clustered600,600,4,8,30,240,9000,4,0,0.15,8834.99,-1,4.018,-1,720,720,720,0,clustered600,100
island-fixed,opt,clustered600,600,4,8,30,240,9100,5,0,0.15,10226.7,-1,4.007,-1,728,728,728,0,clustered600,100
island-fixed,opt,clustered600,600,4,8,30,240,9700,6,0,0.15,8869.63,-1,4.015,-1,776,776,776,0,clustered600,100
island-fixed,opt,clustered600,600,4,8,30,240,9700,7,0,0.15,9078.54,-1,4.028,-1,776,776,776,0,clustered600,100
island-fixed,opt,clustered600,600,4,8,30,240,9100,8,0,0.15,8765.94,-1,4.017,-1,728,728,728,0,clustered600,100
island-fixed,opt,clustered600,600,4,8,30,240,9400,1,0,0.15,9844.23,-1,4.062,-1,376,376,376,0,clustered600,200
island-fixed,opt,clustered600,600,4,8,30,240,8800,2,0,0.15,10550.3,-1,4.015,-1,352,352,352,0,clustered600,200
island-fixed,opt,clustered600,600,4,8,30,240,9800,3,0,0.15,9471.24,-1,4.045,-1,392,392,392,0,clustered600,200
island-fixed,opt,clustered600,600,4,8,30,240,9600,4,0,0.15,8491.03,-1,4.033,-1,384,384,384,0,clustered600,200
island-fixed,opt,clustered600,600,4,8,30,240,10000,5,0,0.15,10207.4,-1,4.075,-1,400,400,400,0,clustered600,200
island-fixed,opt,clustered600,600,4,8,30,240,9400,6,0,0.15,9515.08,-1,4.005,-1,376,376,376,0,clustered600,200
island-fixed,opt,clustered600,600,4,8,30,240,9000,7,0,0.15,10471.9,-1,4.073,-1,360,360,360,0,clustered600,200
island-fixed,opt,clustered600,600,4,8,30,240,10000,8,0,0.15,8100.46,-1,4.066,-1,400,400,400,0,clustered600,200
island-dtam,opt,clustered600,600,4,8,30,240,4145,1,0,0.15,8504.96,-1,4,-1,6589,6589,6632,0,clustered600,5
island-dtam,opt,clustered600,600,4,8,30,240,4210,2,0,0.15,8331.13,-1,4.002,-1,6697,6697,6736,0,clustered600,5
island-dtam,opt,clustered600,600,4,8,30,240,4305,3,0,0.15,7519.67,-1,4.004,-1,6854,6854,6888,0,clustered600,5
island-dtam,opt,clustered600,600,4,8,30,240,4200,4,0,0.15,7462.83,-1,4.001,-1,6685,6685,6720,0,clustered600,5
island-dtam,opt,clustered600,600,4,8,30,240,4100,5,0,0.15,8618.51,-1,4,-1,6513,6513,6560,0,clustered600,5
island-dtam,opt,clustered600,600,4,8,30,240,4290,6,0,0.15,7820.16,-1,4,-1,6824,6824,6864,0,clustered600,5
island-dtam,opt,clustered600,600,4,8,30,240,4225,7,0,0.15,8551.63,-1,4.003,-1,6724,6724,6760,0,clustered600,5
island-dtam,opt,clustered600,600,4,8,30,240,4250,8,0,0.15,6477.39,-1,4.003,-1,6762,6762,6800,0,clustered600,5
island-dtam,opt,clustered600,600,4,8,30,240,5790,1,0,0.15,7277.41,-1,4,-1,4624,4624,4632,0,clustered600,10
island-dtam,opt,clustered600,600,4,8,30,240,5630,2,0,0.15,7927.16,-1,4,-1,4499,4499,4504,0,clustered600,10
island-dtam,opt,clustered600,600,4,8,30,240,5930,3,0,0.15,8046.19,-1,4.004,-1,4736,4736,4744,0,clustered600,10
island-dtam,opt,clustered600,600,4,8,30,240,6010,4,0,0.15,6738.53,-1,4.002,-1,4798,4798,4808,0,clustered600,10
island-dtam,opt,clustered600,600,4,8,30,240,5550,5,0,0.15,8738.48,-1,4.007,-1,4430,4430,4440,0,clustered600,10
island-dtam,opt,clustered600,600,4,8,30,240,5980,6,0,0.15,7442.78,-1,4.005,-1,4777,4777,4784,0,clustered600,10
island-dtam,opt,clustered600,600,4,8,30,240,5840,7,0,0.15,8171.8,-1,4.004,-1,4664,4664,4672,0,clustered600,10
island-dtam,opt,clustered600,600,4,8,30,240,5870,8,0,0.15,7376.13,-1,4.001,-1,4686,4686,4696,0,clustered600,10
island-dtam,opt,clustered600,600,4,8,30,240,7775,1,0,0.15,7806.96,-1,4.002,-1,2488,2488,2488,0,clustered600,25
island-dtam,opt,clustered600,600,4,8,30,240,7325,2,0,0.15,7675.4,-1,4.009,-1,2344,2344,2344,0,clustered600,25
island-dtam,opt,clustered600,600,4,8,30,240,7800,3,0,0.15,8880.89,-1,4.009,-1,2496,2496,2496,0,clustered600,25
island-dtam,opt,clustered600,600,4,8,30,240,7725,4,0,0.15,7206.11,-1,4.011,-1,2472,2472,2472,0,clustered600,25
island-dtam,opt,clustered600,600,4,8,30,240,7850,5,0,0.15,8432.43,-1,4.009,-1,2512,2512,2512,0,clustered600,25
island-dtam,opt,clustered600,600,4,8,30,240,7000,6,0,0.15,8804.92,-1,4.002,-1,2240,2240,2240,0,clustered600,25
island-dtam,opt,clustered600,600,4,8,30,240,7475,7,0,0.15,8893.61,-1,4.01,-1,2392,2392,2392,0,clustered600,25
island-dtam,opt,clustered600,600,4,8,30,240,7700,8,0,0.15,6894.96,-1,4.003,-1,2464,2464,2464,0,clustered600,25
island-dtam,opt,clustered600,600,4,8,30,240,8750,1,0,0.15,8095.53,-1,4.003,-1,1400,1400,1400,0,clustered600,50
island-dtam,opt,clustered600,600,4,8,30,240,8150,2,0,0.15,9211.08,-1,4.021,-1,1304,1304,1304,0,clustered600,50
island-dtam,opt,clustered600,600,4,8,30,240,8300,3,0,0.15,9223.25,-1,4.017,-1,1328,1328,1328,0,clustered600,50
island-dtam,opt,clustered600,600,4,8,30,240,8550,4,0,0.15,7509.11,-1,4,-1,1368,1368,1368,0,clustered600,50
island-dtam,opt,clustered600,600,4,8,30,240,7950,5,0,0.15,10541.8,-1,4.02,-1,1272,1272,1272,0,clustered600,50
island-dtam,opt,clustered600,600,4,8,30,240,8200,6,0,0.15,8384.12,-1,4.002,-1,1312,1312,1312,0,clustered600,50
island-dtam,opt,clustered600,600,4,8,30,240,8200,7,0,0.15,10104.2,-1,4.006,-1,1312,1312,1312,0,clustered600,50
island-dtam,opt,clustered600,600,4,8,30,240,8250,8,0,0.15,8162.68,-1,4.019,-1,1320,1320,1320,0,clustered600,50
island-dtam,opt,clustered600,600,4,8,30,240,9000,1,0,0.15,9246.84,-1,4.037,-1,720,720,720,0,clustered600,100
island-dtam,opt,clustered600,600,4,8,30,240,9200,2,0,0.15,9648.91,-1,4.012,-1,736,736,736,0,clustered600,100
island-dtam,opt,clustered600,600,4,8,30,240,8100,3,0,0.15,10105.9,-1,4.018,-1,648,648,648,0,clustered600,100
island-dtam,opt,clustered600,600,4,8,30,240,8700,4,0,0.15,8675,-1,4.012,-1,696,696,696,0,clustered600,100
island-dtam,opt,clustered600,600,4,8,30,240,9100,5,0,0.15,9472.34,-1,4.031,-1,728,728,728,0,clustered600,100
island-dtam,opt,clustered600,600,4,8,30,240,8200,6,0,0.15,9625.62,-1,4.002,-1,656,656,656,0,clustered600,100
island-dtam,opt,clustered600,600,4,8,30,240,9100,7,0,0.15,9295.33,-1,4.034,-1,728,728,728,0,clustered600,100
island-dtam,opt,clustered600,600,4,8,30,240,8500,8,0,0.15,8662.92,-1,4.015,-1,680,680,680,0,clustered600,100
island-dtam,opt,clustered600,600,4,8,30,240,9400,1,0,0.15,9875.34,-1,4.055,-1,376,376,376,0,clustered600,200
island-dtam,opt,clustered600,600,4,8,30,240,9600,2,0,0.15,9889.7,-1,4.033,-1,384,384,384,0,clustered600,200
island-dtam,opt,clustered600,600,4,8,30,240,8600,3,0,0.15,10388.3,-1,4.048,-1,344,344,344,0,clustered600,200
island-dtam,opt,clustered600,600,4,8,30,240,9600,4,0,0.15,9380.56,-1,4.019,-1,384,384,384,0,clustered600,200
island-dtam,opt,clustered600,600,4,8,30,240,9200,5,0,0.15,11146.3,-1,4.059,-1,368,368,368,0,clustered600,200
island-dtam,opt,clustered600,600,4,8,30,240,9400,6,0,0.15,9394.89,-1,4.057,-1,376,376,376,0,clustered600,200
island-dtam,opt,clustered600,600,4,8,30,240,9000,7,0,0.15,12314,-1,4.064,-1,360,360,360,0,clustered600,200
island-dtam,opt,clustered600,600,4,8,30,240,9400,8,0,0.15,9231.95,-1,4.062,-1,376,376,376,0,clustered600,200
island-fixed,opt,clustered600,600,4,8,30,240,185,1,1,0.15,5244.81,-1,4.045,-1,296,281,296,0,clustered600,5
island-fixed,opt,clustered600,600,4,8,30,240,190,2,1,0.15,5608.94,-1,4.059,-1,304,292,304,0,clustered600,5
island-fixed,opt,clustered600,600,4,8,30,240,180,3,1,0.15,5347,-1,4.006,-1,288,273,288,0,clustered600,5
island-fixed,opt,clustered600,600,4,8,30,240,190,4,1,0.15,4677.1,-1,4.093,-1,304,292,304,0,clustered600,5
island-fixed,opt,clustered600,600,4,8,30,240,185,5,1,0.15,5851.57,-1,4.026,-1,296,279,296,0,clustered600,5
island-fixed,opt,clustered600,600,4,8,30,240,190,6,1,0.15,5121.69,-1,4.095,-1,304,286,304,0,clustered600,5
island-fixed,opt,clustered600,600,4,8,30,240,190,7,1,0.15,5967.02,-1,4.083,-1,304,287,304,0,clustered600,5
island-fixed,opt,clustered600,600,4,8,30,240,190,8,1,0.15,4775.48,-1,4.039,-1,304,286,304,0,clustered600,5
island-fixed,opt,clustered600,600,4,8,30,240,200,1,1,0.15,5301.17,-1,4.176,-1,160,157,160,0,clustered600,10
island-fixed,opt,clustered600,600,4,8,30,240,200,2,1,0.15,5579.81,-1,4.172,-1,160,158,160,0,clustered600,10
island-fixed,opt,clustered600,600,4,8,30,240,190,3,1,0.15,5363.82,-1,4.098,-1,152,150,152,0,clustered600,10
island-fixed,opt,clustered600,600,4,8,30,240,190,4,1,0.15,4688.27,-1,4.003,-1,152,147,152,0,clustered600,10
island-fixed,opt,clustered600,600,4,8,30,240,190,5,1,0.15,5778.7,-1,4.006,-1,152,147,152,0,clustered600,10
island-fixed,opt,clustered600,600,4,8,30,240,200,6,1,0.15,5151.74,-1,4.177,-1,160,159,160,0,clustered600,10
island-fixed,opt,clustered600,600,4,8,30,240,190,7,1,0.15,5968.44,-1,4.197,-1,152,146,152,0,clustered600,10
island-fixed,opt,clustered600,600,4,8,30,240,200,8,1,0.15,4751.63,-1,4.108,-1,160,158,160,0,clustered600,10
island-fixed,opt,clustered600,600,4,8,30,240,200,1,1,0.15,5290.35,-1,4.143,-1,64,64,64,0,clustered600,25
island-fixed,opt,clustered600,600,4,8,30,240,200,2,1,0.15,5574.66,-1,4.096,-1,64,64,64,0,clustered600,25
island-fixed,opt,clustered600,600,4,8,30,240,200,3,1,0.15,5362.31,-1,4.269,-1,64,64,64,0,clustered600,25
island-fixed,opt,clustered600,600,4,8,30,240,200,4,1,0.15,4699.3,-1,4.132,-1,64,64,64,0,clustered600,25
island-fixed,opt,clustered600,600,4,8,30,240,200,5,1,0.15,5822.94,-1,4.17,-1,64,64,64,0,clustered600,25
island-fixed,opt,clustered600,600,4,8,30,240,200,6,1,0.15,5157.44,-1,4.158,-1,64,64,64,0,clustered600,25
island-fixed,opt,clustered600,600,4,8,30,240,200,7,1,0.15,5992.35,-1,4.098,-1,64,64,64,0,clustered600,25
island-fixed,opt,clustered600,600,4,8,30,240,200,8,1,0.15,4800.86,-1,4.119,-1,64,64,64,0,clustered600,25
island-fixed,opt,clustered600,600,4,8,30,240,200,1,1,0.15,5311.56,-1,4.181,-1,32,32,32,0,clustered600,50
island-fixed,opt,clustered600,600,4,8,30,240,200,2,1,0.15,5639.55,-1,4.246,-1,32,32,32,0,clustered600,50
island-fixed,opt,clustered600,600,4,8,30,240,200,3,1,0.15,5404.46,-1,4.176,-1,32,32,32,0,clustered600,50
island-fixed,opt,clustered600,600,4,8,30,240,200,4,1,0.15,4714.75,-1,4.173,-1,32,32,32,0,clustered600,50
island-fixed,opt,clustered600,600,4,8,30,240,200,5,1,0.15,5853.11,-1,4.282,-1,32,32,32,0,clustered600,50
island-fixed,opt,clustered600,600,4,8,30,240,200,6,1,0.15,5171.09,-1,4.122,-1,32,32,32,0,clustered600,50
island-fixed,opt,clustered600,600,4,8,30,240,200,7,1,0.15,6007.59,-1,4.119,-1,32,32,32,0,clustered600,50
island-fixed,opt,clustered600,600,4,8,30,240,200,8,1,0.15,4796.55,-1,4.092,-1,32,32,32,0,clustered600,50
island-fixed,opt,clustered600,600,4,8,30,240,200,1,1,0.15,5288.8,-1,4.138,-1,16,16,16,0,clustered600,100
island-fixed,opt,clustered600,600,4,8,30,240,200,2,1,0.15,5620.53,-1,4.388,-1,16,16,16,0,clustered600,100
island-fixed,opt,clustered600,600,4,8,30,240,200,3,1,0.15,5419.88,-1,4.196,-1,16,16,16,0,clustered600,100
island-fixed,opt,clustered600,600,4,8,30,240,200,4,1,0.15,4740.6,-1,4.152,-1,16,16,16,0,clustered600,100
island-fixed,opt,clustered600,600,4,8,30,240,200,5,1,0.15,5879.99,-1,4.143,-1,16,16,16,0,clustered600,100
island-fixed,opt,clustered600,600,4,8,30,240,200,6,1,0.15,5195.13,-1,4.074,-1,16,16,16,0,clustered600,100
island-fixed,opt,clustered600,600,4,8,30,240,200,7,1,0.15,6027.17,-1,4.005,-1,16,16,16,0,clustered600,100
island-fixed,opt,clustered600,600,4,8,30,240,200,8,1,0.15,4812.13,-1,4.085,-1,16,16,16,0,clustered600,100
island-fixed,opt,clustered600,600,4,8,30,240,200,1,1,0.15,5320.14,-1,4.362,-1,8,8,8,0,clustered600,200
island-fixed,opt,clustered600,600,4,8,30,240,200,2,1,0.15,5654.69,-1,4.351,-1,8,8,8,0,clustered600,200
island-fixed,opt,clustered600,600,4,8,30,240,200,3,1,0.15,5419.88,-1,4.411,-1,8,8,8,0,clustered600,200
island-fixed,opt,clustered600,600,4,8,30,240,200,4,1,0.15,4750.71,-1,4.311,-1,8,8,8,0,clustered600,200
island-fixed,opt,clustered600,600,4,8,30,240,200,5,1,0.15,5878.84,-1,4.319,-1,8,8,8,0,clustered600,200
island-fixed,opt,clustered600,600,4,8,30,240,200,6,1,0.15,5190.56,-1,4.227,-1,8,8,8,0,clustered600,200
island-fixed,opt,clustered600,600,4,8,30,240,200,7,1,0.15,6027.17,-1,4.185,-1,8,8,8,0,clustered600,200
island-fixed,opt,clustered600,600,4,8,30,240,200,8,1,0.15,4818.7,-1,4.239,-1,8,8,8,0,clustered600,200
island-dtam,opt,clustered600,600,4,8,30,240,185,1,1,0.15,5243.54,-1,4.088,-1,278,278,296,0,clustered600,5
island-dtam,opt,clustered600,600,4,8,30,240,185,2,1,0.15,5561.8,-1,4.056,-1,279,279,296,0,clustered600,5
island-dtam,opt,clustered600,600,4,8,30,240,180,3,1,0.15,5351.73,-1,4.004,-1,273,273,288,0,clustered600,5
island-dtam,opt,clustered600,600,4,8,30,240,185,4,1,0.15,4661.64,-1,4.034,-1,269,269,296,0,clustered600,5
island-dtam,opt,clustered600,600,4,8,30,240,185,5,1,0.15,5804.87,-1,4.024,-1,279,279,296,0,clustered600,5
island-dtam,opt,clustered600,600,4,8,30,240,190,6,1,0.15,5137.83,-1,4.095,-1,290,290,304,0,clustered600,5
island-dtam,opt,clustered600,600,4,8,30,240,185,7,1,0.15,5937.65,-1,4.028,-1,280,280,296,0,clustered600,5
island-dtam,opt,clustered600,600,4,8,30,240,185,8,1,0.15,4768.91,-1,4.016,-1,284,284,296,0,clustered600,5
island-dtam,opt,clustered600,600,4,8,30,240,190,1,1,0.15,5273.58,-1,4.168,-1,149,149,152,0,clustered600,10
island-dtam,opt,clustered600,600,4,8,30,240,190,2,1,0.15,5560.92,-1,4.164,-1,149,149,152,0,clustered600,10
island-dtam,opt,clustered600,600,4,8,30,240,190,3,1,0.15,5372.58,-1,4.098,-1,149,149,152,0,clustered600,10
island-dtam,opt,clustered600,600,4,8,30,240,200,4,1,0.15,4672.04,-1,4.175,-1,154,154,160,0,clustered600,10
island-dtam,opt,clustered600,600,4,8,30,240,190,5,1,0.15,5796.23,-1,4.054,-1,148,148,152,0,clustered600,10
island-dtam,opt,clustered600,600,4,8,30,240,200,6,1,0.15,5150.67,-1,4.319,-1,157,157,160,0,clustered600,10
island-dtam,opt,clustered600,600,4,8,30,240,180,7,1,0.15,5955.28,-1,4.09,-1,140,140,144,0,clustered600,10
island-dtam,opt,clustered600,600,4,8,30,240,180,8,1,0.15,4753.16,-1,4.134,-1,141,141,144,0,clustered600,10
island-dtam,opt,clustered600,600,4,8,30,240,175,1,1,0.15,5313.54,-1,4.13,-1,56,56,56,0,clustered600,25
island-dtam,opt,clustered600,600,4,8,30,240,200,2,1,0.15,5594.96,-1,4.295,-1,64,64,64,0,clustered600,25
island-dtam,opt,clustered600,600,4,8,30,240,175,3,1,0.15,5400.07,-1,4.06,-1,56,56,56,0,clustered600,25
island-dtam,opt,clustered600,600,4,8,30,240,200,4,1,0.15,4723.72,-1,4.221,-1,64,64,64,0,clustered600,25
island-dtam,opt,clustered600,600,4,8,30,240,200,5,1,0.15,5854.12,-1,4.208,-1,64,64,64,0,clustered600,25
island-dtam,opt,clustered600,600,4,8,30,240,200,6,1,0.15,5146.48,-1,4.14,-1,64,64,64,0,clustered600,25
island-dtam,opt,clustered600,600,4,8,30,240,200,7,1,0.15,5987.33,-1,4.172,-1,64,64,64,0,clustered600,25
island-dtam,opt,clustered600,600,4,8,30,240,200,8,1,0.15,4782.36,-1,4.366,-1,64,64,64,0,clustered600,25
island-dtam,opt,clustered600,600,4,8,30,240,200,1,1,0.15,5320.14,-1,4.308,-1,32,32,32,0,clustered600,50
island-dtam,opt,clustered600,600,4,8,30,240,200,2,1,0.15,5618.22,-1,4.192,-1,32,32,32,0,clustered600,50
island-dtam,opt,clustered600,600,4,8,30,240,200,3,1,0.15,5400.61,-1,4.319,-1,32,32,32,0,clustered600,50
island-dtam,opt,clustered600,600,4,8,30,240,200,4,1,0.15,4687.11,-1,4.308,-1,32,32,32,0,clustered600,50
island-dtam,opt,clustered600,600,4,8,30,240,200,5,1,0.15,5865.8,-1,4.253,-1,32,32,32,0,clustered600,50
island-dtam,opt,clustered600,600,4,8,30,240,200,6,1,0.15,5146.48,-1,4.201,-1,32,32,32,0,clustered600,50
island-dtam,opt,clustered600,600,4,8,30,240,200,7,1,0.15,6008.22,-1,4.295,-1,32,32,32,0,clustered600,50
island-dtam,opt,clustered600,600,4,8,30,240,200,8,1,0.15,4815.48,-1,4.096,-1,32,32,32,0,clustered600,50
island-dtam,opt,clustered600,600,4,8,30,240,200,1,1,0.15,5320.14,-1,4.331,-1,16,16,16,0,clustered600,100
island-dtam,opt,clustered600,600,4,8,30,240,200,2,1,0.15,5654.69,-1,4.22,-1,16,16,16,0,clustered600,100
island-dtam,opt,clustered600,600,4,8,30,240,200,3,1,0.15,5406.41,-1,4.235,-1,16,16,16,0,clustered600,100
island-dtam,opt,clustered600,600,4,8,30,240,200,4,1,0.15,4750.71,-1,4.337,-1,16,16,16,0,clustered600,100
island-dtam,opt,clustered600,600,4,8,30,240,200,5,1,0.15,5885.37,-1,4.187,-1,16,16,16,0,clustered600,100
island-dtam,opt,clustered600,600,4,8,30,240,200,6,1,0.15,5190.56,-1,4.322,-1,16,16,16,0,clustered600,100
island-dtam,opt,clustered600,600,4,8,30,240,200,7,1,0.15,6027.17,-1,4.132,-1,16,16,16,0,clustered600,100
island-dtam,opt,clustered600,600,4,8,30,240,200,8,1,0.15,4803.69,-1,4.204,-1,16,16,16,0,clustered600,100
island-dtam,opt,clustered600,600,4,8,30,240,200,1,1,0.15,5320.14,-1,4.313,-1,8,8,8,0,clustered600,200
island-dtam,opt,clustered600,600,4,8,30,240,200,2,1,0.15,5654.69,-1,4.283,-1,8,8,8,0,clustered600,200
island-dtam,opt,clustered600,600,4,8,30,240,200,3,1,0.15,5419.88,-1,4.303,-1,8,8,8,0,clustered600,200
island-dtam,opt,clustered600,600,4,8,30,240,200,4,1,0.15,4750.71,-1,4.386,-1,8,8,8,0,clustered600,200
island-dtam,opt,clustered600,600,4,8,30,240,200,5,1,0.15,5878.84,-1,4.489,-1,8,8,8,0,clustered600,200
island-dtam,opt,clustered600,600,4,8,30,240,200,6,1,0.15,5190.56,-1,4.229,-1,8,8,8,0,clustered600,200
island-dtam,opt,clustered600,600,4,8,30,240,200,7,1,0.15,6027.17,-1,4.198,-1,8,8,8,0,clustered600,200
island-dtam,opt,clustered600,600,4,8,30,240,200,8,1,0.15,4818.7,-1,4.262,-1,8,8,8,0,clustered600,200
