best_len,config,donor_fallback,donor_found,engine,exp,gap,generations,instance,island_epochs,island_pop,islands,landscape,migrations,mode,n,seed,stag_epochs,tau,threads,time_to_target,total_pop,total_time,twoopt,valid,variant
16714.3,,0,0,opt,E9,4.92487,240,uniform500,192,30,8,uniform500,192,island-fixed,500,1,184,0.15,4,-1,240,3.055,1,0,naive
17002.1,,0,0,opt,E9,6.73197,230,uniform500,184,30,8,uniform500,184,island-fixed,500,2,180,0.15,4,-1,240,3.122,1,0,naive
17495.9,,0,0,opt,E9,9.83178,210,uniform500,168,30,8,uniform500,168,island-fixed,500,3,162,0.15,4,-1,240,3.02,1,0,naive
17359.3,,0,0,opt,E9,8.97417,210,uniform500,168,30,8,uniform500,168,island-fixed,500,4,162,0.15,4,-1,240,3.049,1,0,naive
17211.4,,0,0,opt,E9,8.04539,210,uniform500,168,30,8,uniform500,168,island-fixed,500,5,164,0.15,4,-1,240,3.037,1,0,naive
17105.5,,0,0,opt,E9,7.38101,210,uniform500,168,30,8,uniform500,168,island-fixed,500,6,161,0.15,4,-1,240,3,1,0,naive
17412.9,,0,0,opt,E9,9.31062,210,uniform500,168,30,8,uniform500,168,island-fixed,500,7,161,0.15,4,-1,240,3.077,1,0,naive
17115.5,,0,0,opt,E9,7.44336,200,uniform500,160,30,8,uniform500,160,island-fixed,500,8,153,0.15,4,-1,240,3.136,1,0,naive
17403.1,,0,0,opt,E9,9.24875,190,uniform500,152,30,8,uniform500,152,island-fixed,500,9,145,0.15,4,-1,240,3.006,1,0,naive
17412.1,,0,0,opt,E9,9.30565,200,uniform500,160,30,8,uniform500,160,island-fixed,500,10,153,0.15,4,-1,240,3.035,1,0,naive
16123.1,,0,0,opt,E9,1.2136,3160,uniform500,2528,30,8,uniform500,2528,island-fixed,500,1,2527,0.15,4,-1,240,3.008,1,0,fast
16280.8,,0,0,opt,E9,2.20347,3200,uniform500,2560,30,8,uniform500,2560,island-fixed,500,2,2560,0.15,4,-1,240,3.008,1,0,fast
16767.2,,0,0,opt,E9,5.2574,2990,uniform500,2392,30,8,uniform500,2392,island-fixed,500,3,2389,0.15,4,-1,240,3.002,1,0,fast
16680,,0,0,opt,E9,4.70992,3100,uniform500,2480,30,8,uniform500,2480,island-fixed,500,4,2479,0.15,4,-1,240,3.001,1,0,fast
16551.7,,0,0,opt,E9,3.90436,2980,uniform500,2384,30,8,uniform500,2384,island-fixed,500,5,2381,0.15,4,-1,240,3.007,1,0,fast
16382.1,,0,0,opt,E9,2.8396,2970,uniform500,2376,30,8,uniform500,2376,island-fixed,500,6,2372,0.15,4,-1,240,3,1,0,fast
16718.1,,0,0,opt,E9,4.94902,3050,uniform500,2440,30,8,uniform500,2440,island-fixed,500,7,2436,0.15,4,-1,240,3.001,1,0,fast
16533.1,,0,0,opt,E9,3.78786,2890,uniform500,2312,30,8,uniform500,2312,island-fixed,500,8,2312,0.15,4,-1,240,3.011,1,0,fast
16955,,0,0,opt,E9,6.43605,2830,uniform500,2264,30,8,uniform500,2264,island-fixed,500,9,2262,0.15,4,-1,240,3.008,1,0,fast
16756.8,,0,0,opt,E9,5.19174,3040,uniform500,2432,30,8,uniform500,2432,island-fixed,500,10,2430,0.15,4,-1,240,3,1,0,fast
16691.4,,136,14,opt,E9,4.78136,200,uniform500,160,30,8,uniform500,150,island-dtam,500,1,150,0.15,4,-1,240,3.158,1,0,naive
16748.9,,136,16,opt,E9,5.14209,200,uniform500,160,30,8,uniform500,152,island-dtam,500,2,152,0.15,4,-1,240,3.128,1,0,naive
17252.6,,152,3,opt,E9,8.30415,200,uniform500,160,30,8,uniform500,155,island-dtam,500,3,155,0.15,4,-1,240,3.119,1,0,naive
17314.7,,144,10,opt,E9,8.69385,200,uniform500,160,30,8,uniform500,154,island-dtam,500,4,154,0.15,4,-1,240,3.108,1,0,naive
17109.4,,128,25,opt,E9,7.40555,200,uniform500,160,30,8,uniform500,153,island-dtam,500,5,153,0.15,4,-1,240,3.111,1,0,naive
17244.5,,152,2,opt,E9,8.25343,200,uniform500,160,30,8,uniform500,154,island-dtam,500,6,154,0.15,4,-1,240,3.056,1,0,naive
17325.7,,144,9,opt,E9,8.76345,200,uniform500,160,30,8,uniform500,153,island-dtam,500,7,153,0.15,4,-1,240,3.104,1,0,naive
17223.2,,136,16,opt,E9,8.11975,200,uniform500,160,30,8,uniform500,152,island-dtam,500,8,152,0.15,4,-1,240,3.11,1,0,naive
17424.7,,136,9,opt,E9,9.38467,190,uniform500,152,30,8,uniform500,145,island-dtam,500,9,145,0.15,4,-1,240,3.151,1,0,naive
17536,,152,1,opt,E9,10.0832,200,uniform500,160,30,8,uniform500,153,island-dtam,500,10,153,0.15,4,-1,240,3.084,1,0,naive
16135.8,,2184,7,opt,E9,1.29369,2740,uniform500,2192,30,8,uniform500,2191,island-dtam,500,1,2191,0.15,4,-1,240,3.001,1,0,fast
16282.4,,2168,0,opt,E9,2.2141,2710,uniform500,2168,30,8,uniform500,2168,island-dtam,500,2,2168,0.15,4,-1,240,3.005,1,0,fast
16787.8,,2160,7,opt,E9,5.3866,2710,uniform500,2168,30,8,uniform500,2167,island-dtam,500,3,2167,0.15,4,-1,240,3.008,1,0,fast
16748.5,,2136,7,opt,E9,5.13948,2680,uniform500,2144,30,8,uniform500,2143,island-dtam,500,4,2143,0.15,4,-1,240,3.01,1,0,fast
16536.2,,2088,5,opt,E9,3.8068,2620,uniform500,2096,30,8,uniform500,2093,island-dtam,500,5,2093,0.15,4,-1,240,3.007,1,0,fast
16352.5,,2168,5,opt,E9,2.6537,2720,uniform500,2176,30,8,uniform500,2173,island-dtam,500,6,2173,0.15,4,-1,240,3.011,1,0,fast
16772.7,,2160,5,opt,E9,5.29157,2710,uniform500,2168,30,8,uniform500,2165,island-dtam,500,7,2165,0.15,4,-1,240,3.007,1,0,fast
16458.1,,2144,0,opt,E9,3.31669,2680,uniform500,2144,30,8,uniform500,2144,island-dtam,500,8,2144,0.15,4,-1,240,3.011,1,0,fast
16915.3,,2120,13,opt,E9,6.18662,2670,uniform500,2136,30,8,uniform500,2133,island-dtam,500,9,2133,0.15,4,-1,240,3,1,0,fast
16906.3,,2136,6,opt,E9,6.13008,2680,uniform500,2144,30,8,uniform500,2142,island-dtam,500,10,2142,0.15,4,-1,240,3.006,1,0,fast
5303.53,,0,0,opt,E9,-1,140,clustered600,112,30,8,clustered600,112,island-fixed,600,1,109,0.15,4,-1,240,3.197,1,0,naive
5609.01,,0,0,opt,E9,-1,140,clustered600,112,30,8,clustered600,112,island-fixed,600,2,110,0.15,4,-1,240,3.165,1,0,naive
5378.15,,0,0,opt,E9,-1,130,clustered600,104,30,8,clustered600,104,island-fixed,600,3,102,0.15,4,-1,240,3.002,1,0,naive
4711.5,,0,0,opt,E9,-1,140,clustered600,112,30,8,clustered600,112,island-fixed,600,4,107,0.15,4,-1,240,3.183,1,0,naive
5807.93,,0,0,opt,E9,-1,140,clustered600,112,30,8,clustered600,112,island-fixed,600,5,107,0.15,4,-1,240,3.134,1,0,naive
5184.26,,0,0,opt,E9,-1,130,clustered600,104,30,8,clustered600,104,island-fixed,600,6,103,0.15,4,-1,240,3.001,1,0,naive
5985.91,,0,0,opt,E9,-1,140,clustered600,112,30,8,clustered600,112,island-fixed,600,7,106,0.15,4,-1,240,3.188,1,0,naive
4764.86,,0,0,opt,E9,-1,130,clustered600,104,30,8,clustered600,104,island-fixed,600,8,102,0.15,4,-1,240,3.082,1,0,naive
5481.29,,0,0,opt,E9,-1,140,clustered600,112,30,8,clustered600,112,island-fixed,600,9,109,0.15,4,-1,240,3.167,1,0,naive
5190.33,,0,0,opt,E9,-1,140,clustered600,112,30,8,clustered600,112,island-fixed,600,10,107,0.15,4,-1,240,3.149,1,0,naive
5154.82,,0,0,opt,E9,-1,2300,clustered600,1840,30,8,clustered600,1840,island-fixed,600,1,1839,0.15,4,-1,240,3.001,1,0,fast
5489.55,,0,0,opt,E9,-1,1870,clustered600,1496,30,8,clustered600,1496,island-fixed,600,2,1496,0.15,4,-1,240,3.002,1,0,fast
5271.01,,0,0,opt,E9,-1,2240,clustered600,1792,30,8,clustered600,1792,island-fixed,600,3,1790,0.15,4,-1,240,3,1,0,fast
4579.99,,0,0,opt,E9,-1,2900,clustered600,2320,30,8,clustered600,2320,island-fixed,600,4,2320,0.15,4,-1,240,3.006,1,0,fast
5727.98,,0,0,opt,E9,-1,2870,clustered600,2296,30,8,clustered600,2296,island-fixed,600,5,2295,0.15,4,-1,240,3.008,1,0,fast
5029.83,,0,0,opt,E9,-1,2820,clustered600,2256,30,8,clustered600,2256,island-fixed,600,6,2252,0.15,4,-1,240,3.005,1,0,fast
5860.05,,0,0,opt,E9,-1,2600,clustered600,2080,30,8,clustered600,2080,island-fixed,600,7,2079,0.15,4,-1,240,3.004,1,0,fast
4688.54,,0,0,opt,E9,-1,2540,clustered600,2032,30,8,clustered600,2032,island-fixed,600,8,2031,0.15,4,-1,240,3.005,1,0,fast
5369.49,,0,0,opt,E9,-1,2470,clustered600,1976,30,8,clustered600,1976,island-fixed,600,9,1975,0.15,4,-1,240,3.008,1,0,fast
5085.16,,0,0,opt,E9,-1,2510,clustered600,2008,30,8,clustered600,2008,island-fixed,600,10,2006,0.15,4,-1,240,3.005,1,0,fast
5285.61,,104,13,opt,E9,-1,150,clustered600,120,30,8,clustered600,117,island-dtam,600,1,117,0.15,4,-1,240,3.183,1,0,naive
5572.86,,96,13,opt,E9,-1,140,clustered600,112,30,8,clustered600,109,island-dtam,600,2,109,0.15,4,-1,240,3.079,1,0,naive
5402.04,,96,13,opt,E9,-1,140,clustered600,112,30,8,clustered600,109,island-dtam,600,3,109,0.15,4,-1,240,3.058,1,0,naive
4675.87,,88,18,opt,E9,-1,140,clustered600,112,30,8,clustered600,106,island-dtam,600,4,106,0.15,4,-1,240,3.015,1,0,naive
5820.52,,104,4,opt,E9,-1,140,clustered600,112,30,8,clustered600,108,island-dtam,600,5,108,0.15,4,-1,240,3.012,1,0,naive
5167.58,,88,21,opt,E9,-1,140,clustered600,112,30,8,clustered600,109,island-dtam,600,6,109,0.15,4,-1,240,3.053,1,0,naive
5969.41,,104,4,opt,E9,-1,140,clustered600,112,30,8,clustered600,108,island-dtam,600,7,108,0.15,4,-1,240,3.075,1,0,naive
4759.46,,96,13,opt,E9,-1,140,clustered600,112,30,8,clustered600,109,island-dtam,600,8,109,0.15,4,-1,240,3.092,1,0,naive
5508.04,,88,12,opt,E9,-1,130,clustered600,104,30,8,clustered600,100,island-dtam,600,9,100,0.15,4,-1,240,3.055,1,0,naive
5169.11,,104,4,opt,E9,-1,140,clustered600,112,30,8,clustered600,108,island-dtam,600,10,108,0.15,4,-1,240,3.044,1,0,naive
5161.83,,1760,0,opt,E9,-1,2200,clustered600,1760,30,8,clustered600,1760,island-dtam,600,1,1760,0.15,4,-1,240,3.006,1,0,fast
5488.5,,1616,7,opt,E9,-1,2030,clustered600,1624,30,8,clustered600,1623,island-dtam,600,2,1623,0.15,4,-1,240,3,1,0,fast
5270.37,,1600,7,opt,E9,-1,2010,clustered600,1608,30,8,clustered600,1607,island-dtam,600,3,1607,0.15,4,-1,240,3.008,1,0,fast
4573.43,,1656,0,opt,E9,-1,2070,clustered600,1656,30,8,clustered600,1656,island-dtam,600,4,1656,0.15,4,-1,240,3.011,1,0,fast
5727.02,,1656,7,opt,E9,-1,2080,clustered600,1664,30,8,clustered600,1663,island-dtam,600,5,1663,0.15,4,-1,240,3.001,1,0,fast
5029.49,,1640,5,opt,E9,-1,2060,clustered600,1648,30,8,clustered600,1645,island-dtam,600,6,1645,0.15,4,-1,240,3.011,1,0,fast
5862.33,,1592,7,opt,E9,-1,2000,clustered600,1600,30,8,clustered600,1599,island-dtam,600,7,1599,0.15,4,-1,240,3.007,1,0,fast
4691.75,,1656,7,opt,E9,-1,2080,clustered600,1664,30,8,clustered600,1663,island-dtam,600,8,1663,0.15,4,-1,240,3.013,1,0,fast
5377.76,,1648,7,opt,E9,-1,2070,clustered600,1656,30,8,clustered600,1655,island-dtam,600,9,1655,0.15,4,-1,240,3.007,1,0,fast
5076,,1672,6,opt,E9,-1,2100,clustered600,1680,30,8,clustered600,1678,island-dtam,600,10,1678,0.15,4,-1,240,3.01,1,0,fast
2601,,0,0,opt,E9,0.853044,650,a280,520,30,8,a280,520,island-fixed,280,1,516,0.15,4,-1,240,3.02,1,0,naive
2589,,0,0,opt,E9,0.387747,640,a280,512,30,8,a280,512,island-fixed,280,2,505,0.15,4,-1,240,3.039,1,0,naive
2628,,0,0,opt,E9,1.89996,640,a280,512,30,8,a280,512,island-fixed,280,3,505,0.15,4,-1,240,3.019,1,0,naive
2644,,0,0,opt,E9,2.52036,630,a280,504,30,8,a280,504,island-fixed,280,4,499,0.15,4,-1,240,3.014,1,0,naive
2583,,0,0,opt,E9,0.155099,640,a280,512,30,8,a280,512,island-fixed,280,5,508,0.15,4,-1,240,3.028,1,0,naive
2628,,0,0,opt,E9,1.89996,650,a280,520,30,8,a280,520,island-fixed,280,6,514,0.15,4,-1,240,3.042,1,0,naive
2590,,0,0,opt,E9,0.426522,600,a280,480,30,8,a280,480,island-fixed,280,7,475,0.15,4,-1,240,3.025,1,0,naive
2615,,0,0,opt,E9,1.39589,640,a280,512,30,8,a280,512,island-fixed,280,8,507,0.15,4,-1,240,3.033,1,0,naive
2613,,0,0,opt,E9,1.31834,640,a280,512,30,8,a280,512,island-fixed,280,9,508,0.15,4,-1,240,3.008,1,0,naive
2639,,0,0,opt,E9,2.32648,640,a280,512,30,8,a280,512,island-fixed,280,10,507,0.15,4,-1,240,3.002,1,0,naive
2579,,0,0,opt,E9,0,7520,a280,6016,30,8,a280,6016,island-fixed,280,1,6014,0.15,4,-1,240,3.001,1,0,fast
2579,,0,0,opt,E9,0,8770,a280,7016,30,8,a280,7016,island-fixed,280,2,7014,0.15,4,-1,240,3,1,0,fast
2579,,0,0,opt,E9,0,9530,a280,7624,30,8,a280,7624,island-fixed,280,3,7622,0.15,4,-1,240,3.002,1,0,fast
2579,,0,0,opt,E9,0,9160,a280,7328,30,8,a280,7328,island-fixed,280,4,7326,0.15,4,-1,240,3.002,1,0,fast
2579,,0,0,opt,E9,0,9140,a280,7312,30,8,a280,7312,island-fixed,280,5,7310,0.15,4,-1,240,3.002,1,0,fast
2579,,0,0,opt,E9,0,9150,a280,7320,30,8,a280,7320,island-fixed,280,6,7317,0.15,4,-1,240,3.003,1,0,fast
2600,,0,0,opt,E9,0.814269,9530,a280,7624,30,8,a280,7624,island-fixed,280,7,7621,0.15,4,-1,240,3.001,1,0,fast
2579,,0,0,opt,E9,0,9250,a280,7400,30,8,a280,7400,island-fixed,280,8,7398,0.15,4,-1,240,3.002,1,0,fast
2579,,0,0,opt,E9,0,9150,a280,7320,30,8,a280,7320,island-fixed,280,9,7319,0.15,4,-1,240,3,1,0,fast
2579,,0,0,opt,E9,0,8890,a280,7112,30,8,a280,7112,island-fixed,280,10,7111,0.15,4,-1,240,3.003,1,0,fast
2590,,544,5,opt,E9,0.426522,690,a280,552,30,8,a280,549,island-dtam,280,1,549,0.15,4,-1,240,3.009,1,0,naive
2605,,560,5,opt,E9,1.00814,710,a280,568,30,8,a280,565,island-dtam,280,2,565,0.15,4,-1,240,3.024,1,0,naive
2590,,536,19,opt,E9,0.426522,700,a280,560,30,8,a280,555,island-dtam,280,3,555,0.15,4,-1,240,3.045,1,0,naive
2591,,552,5,opt,E9,0.465297,700,a280,560,30,8,a280,557,island-dtam,280,4,557,0.15,4,-1,240,3.007,1,0,naive
2585,,584,5,opt,E9,0.232648,740,a280,592,30,8,a280,589,island-dtam,280,5,589,0.15,4,-1,240,3.015,1,0,naive
2631,,544,19,opt,E9,2.01629,710,a280,568,30,8,a280,563,island-dtam,280,6,563,0.15,4,-1,240,3.026,1,0,naive
2617,,544,19,opt,E9,1.47344,710,a280,568,30,8,a280,563,island-dtam,280,7,563,0.15,4,-1,240,3.003,1,0,naive
2629,,544,18,opt,E9,1.93874,710,a280,568,30,8,a280,562,island-dtam,280,8,562,0.15,4,-1,240,3.03,1,0,naive
2631,,544,18,opt,E9,2.01629,710,a280,568,30,8,a280,562,island-dtam,280,9,562,0.15,4,-1,240,3.027,1,0,naive
2608,,552,18,opt,E9,1.12447,720,a280,576,30,8,a280,570,island-dtam,280,10,570,0.15,4,-1,240,3.013,1,0,naive
2579,,5744,6,opt,E9,0,7190,a280,5752,30,8,a280,5750,island-dtam,280,1,5750,0.15,4,-1,240,3.001,1,0,fast
2579,,5728,6,opt,E9,0,7170,a280,5736,30,8,a280,5734,island-dtam,280,2,5734,0.15,4,-1,240,3,1,0,fast
2579,,5728,6,opt,E9,0,7170,a280,5736,30,8,a280,5734,island-dtam,280,3,5734,0.15,4,-1,240,3.003,1,0,fast
2579,,4976,13,opt,E9,0,6240,a280,4992,30,8,a280,4989,island-dtam,280,4,4989,0.15,4,-1,240,3,1,0,fast
2579,,5712,13,opt,E9,0,7160,a280,5728,30,8,a280,5725,island-dtam,280,5,5725,0.15,4,-1,240,3.001,1,0,fast
2579,,5632,18,opt,E9,0,7070,a280,5656,30,8,a280,5650,island-dtam,280,6,5650,0.15,4,-1,240,3.001,1,0,fast
2579,,5520,18,opt,E9,0,6930,a280,5544,30,8,a280,5538,island-dtam,280,7,5538,0.15,4,-1,240,3.003,1,0,fast
2579,,5544,20,opt,E9,0,6960,a280,5568,30,8,a280,5564,island-dtam,280,8,5564,0.15,4,-1,240,3,1,0,fast
2579,,5472,21,opt,E9,0,6870,a280,5496,30,8,a280,5493,island-dtam,280,9,5493,0.15,4,-1,240,3.003,1,0,fast
2579,,5488,21,opt,E9,0,6890,a280,5512,30,8,a280,5509,island-dtam,280,10,5509,0.15,4,-1,240,3.002,1,0,fast
29506,,0,0,opt,E9,0.469899,1300,kroA200,1040,30,8,kroA200,1040,island-fixed,200,1,1036,0.15,4,-1,240,3.016,1,0,naive
29497,,0,0,opt,E9,0.439254,1290,kroA200,1032,30,8,kroA200,1032,island-fixed,200,2,1028,0.15,4,-1,240,3.021,1,0,naive
29604,,0,0,opt,E9,0.803596,1280,kroA200,1024,30,8,kroA200,1024,island-fixed,200,3,1021,0.15,4,-1,240,3.007,1,0,naive
29497,,0,0,opt,E9,0.439254,1280,kroA200,1024,30,8,kroA200,1024,island-fixed,200,4,1020,0.15,4,-1,240,3.003,1,0,naive
29619,,0,0,opt,E9,0.854672,1270,kroA200,1016,30,8,kroA200,1016,island-fixed,200,5,1009,0.15,4,-1,240,3.022,1,0,naive
29501,,0,0,opt,E9,0.452874,1180,kroA200,944,30,8,kroA200,944,island-fixed,200,6,938,0.15,4,-1,240,3.003,1,0,naive
29497,,0,0,opt,E9,0.439254,1180,kroA200,944,30,8,kroA200,944,island-fixed,200,7,937,0.15,4,-1,240,3.016,1,0,naive
29471,,0,0,opt,E9,0.350722,1240,kroA200,992,30,8,kroA200,992,island-fixed,200,8,985,0.15,4,-1,240,3.027,1,0,naive
29486,,0,0,opt,E9,0.401798,1230,kroA200,984,30,8,kroA200,984,island-fixed,200,9,977,0.15,4,-1,240,3.005,1,0,naive
29610,,0,0,opt,E9,0.824026,1220,kroA200,976,30,8,kroA200,976,island-fixed,200,10,969,0.15,4,-1,240,3.017,1,0,naive
29368,,0,0,opt,E9,0,9090,kroA200,7272,30,8,kroA200,7272,island-fixed,200,1,7272,0.15,4,-1,240,3.001,1,0,fast
29368,,0,0,opt,E9,0,9030,kroA200,7224,30,8,kroA200,7224,island-fixed,200,2,7224,0.15,4,-1,240,3.001,1,0,fast
29368,,0,0,opt,E9,0,8910,kroA200,7128,30,8,kroA200,7128,island-fixed,200,3,7128,0.15,4,-1,240,3.001,1,0,fast
29368,,0,0,opt,E9,0,8680,kroA200,6944,30,8,kroA200,6944,island-fixed,200,4,6944,0.15,4,-1,240,3.002,1,0,fast
29368,,0,0,opt,E9,0,8900,kroA200,7120,30,8,kroA200,7120,island-fixed,200,5,7120,0.15,4,-1,240,3,1,0,fast
29368,,0,0,opt,E9,0,8850,kroA200,7080,30,8,kroA200,7080,island-fixed,200,6,7080,0.15,4,-1,240,3,1,0,fast
29368,,0,0,opt,E9,0,8900,kroA200,7120,30,8,kroA200,7120,island-fixed,200,7,7120,0.15,4,-1,240,3.001,1,0,fast
29368,,0,0,opt,E9,0,8940,kroA200,7152,30,8,kroA200,7152,island-fixed,200,8,7152,0.15,4,-1,240,3.004,1,0,fast
29368,,0,0,opt,E9,0,8770,kroA200,7016,30,8,kroA200,7016,island-fixed,200,9,7015,0.15,4,-1,240,3.002,1,0,fast
29368,,0,0,opt,E9,0,8590,kroA200,6872,30,8,kroA200,6872,island-fixed,200,10,6871,0.15,4,-1,240,3.001,1,0,fast
29646,,896,19,opt,E9,0.946609,1150,kroA200,920,30,8,kroA200,915,island-dtam,200,1,915,0.15,4,-1,240,3.018,1,0,naive
29506,,936,4,opt,E9,0.469899,1180,kroA200,944,30,8,kroA200,940,island-dtam,200,2,940,0.15,4,-1,240,3.018,1,0,naive
29498,,928,5,opt,E9,0.442659,1170,kroA200,936,30,8,kroA200,933,island-dtam,200,3,933,0.15,4,-1,240,3.01,1,0,naive
29483,,912,25,opt,E9,0.391583,1180,kroA200,944,30,8,kroA200,937,island-dtam,200,4,937,0.15,4,-1,240,3.003,1,0,naive
29533,,928,10,opt,E9,0.561836,1180,kroA200,944,30,8,kroA200,938,island-dtam,200,5,938,0.15,4,-1,240,3.002,1,0,naive
29513,,896,2,opt,E9,0.493735,1130,kroA200,904,30,8,kroA200,898,island-dtam,200,6,898,0.15,4,-1,240,3.021,1,0,naive
29497,,928,9,opt,E9,0.439254,1180,kroA200,944,30,8,kroA200,937,island-dtam,200,7,937,0.15,4,-1,240,3.017,1,0,naive
29409,,936,1,opt,E9,0.139608,1180,kroA200,944,30,8,kroA200,937,island-dtam,200,8,937,0.15,4,-1,240,3.001,1,0,naive
29536,,968,1,opt,E9,0.572051,1220,kroA200,976,30,8,kroA200,969,island-dtam,200,9,969,0.15,4,-1,240,3.018,1,0,naive
29605,,944,1,opt,E9,0.807001,1190,kroA200,952,30,8,kroA200,945,island-dtam,200,10,945,0.15,4,-1,240,3.005,1,0,naive
29368,,6384,0,opt,E9,0,7980,kroA200,6384,30,8,kroA200,6384,island-dtam,200,1,6384,0.15,4,-1,240,3.003,1,0,fast
29368,,6184,0,opt,E9,0,7730,kroA200,6184,30,8,kroA200,6184,island-dtam,200,2,6184,0.15,4,-1,240,3.002,1,0,fast
29368,,6264,0,opt,E9,0,7830,kroA200,6264,30,8,kroA200,6264,island-dtam,200,3,6264,0.15,4,-1,240,3.002,1,0,fast
29368,,6360,0,opt,E9,0,7950,kroA200,6360,30,8,kroA200,6360,island-dtam,200,4,6360,0.15,4,-1,240,3.002,1,0,fast
29368,,6432,0,opt,E9,0,8040,kroA200,6432,30,8,kroA200,6432,island-dtam,200,5,6432,0.15,4,-1,240,3,1,0,fast
29368,,6184,0,opt,E9,0,7730,kroA200,6184,30,8,kroA200,6184,island-dtam,200,6,6184,0.15,4,-1,240,3.002,1,0,fast
29368,,6384,0,opt,E9,0,7980,kroA200,6384,30,8,kroA200,6384,island-dtam,200,7,6384,0.15,4,-1,240,3.003,1,0,fast
29368,,6392,0,opt,E9,0,7990,kroA200,6392,30,8,kroA200,6392,island-dtam,200,8,6392,0.15,4,-1,240,3,1,0,fast
29382,,6344,7,opt,E9,0.0476709,7940,kroA200,6352,30,8,kroA200,6351,island-dtam,200,9,6351,0.15,4,-1,240,3,1,0,fast
29382,,6248,7,opt,E9,0.0476709,7820,kroA200,6256,30,8,kroA200,6255,island-dtam,200,10,6255,0.15,4,-1,240,3.004,1,0,fast
23371,stock,4680,57,opt,E10,46.7128,5940,uniform500,4752,30,8,uniform500,4737,island-dtam,500,1,4737,0.15,4,-1,240,3.004,0,0,
22714.5,stock,4960,12,opt,E10,42.5919,6220,uniform500,4976,30,8,uniform500,4972,island-dtam,500,2,4972,0.15,4,-1,240,3.002,0,0,
23309.9,stock,4976,14,opt,E10,46.3292,6250,uniform500,5000,30,8,uniform500,4990,island-dtam,500,3,4990,0.15,4,-1,240,3.003,0,0,
23219.7,stock,4792,24,opt,E10,45.7628,6030,uniform500,4824,30,8,uniform500,4816,island-dtam,500,4,4816,0.15,4,-1,240,3.001,0,0,
23725.2,stock,4808,23,opt,E10,48.9365,6050,uniform500,4840,30,8,uniform500,4831,island-dtam,500,5,4831,0.15,4,-1,240,3.003,0,0,
25060.2,stock,4488,15,opt,E10,57.3173,5640,uniform500,4512,30,8,uniform500,4503,island-dtam,500,6,4503,0.15,4,-1,240,3.003,0,0,
25354.2,stock,4488,10,opt,E10,59.1629,5630,uniform500,4504,30,8,uniform500,4498,island-dtam,500,7,4498,0.15,4,-1,240,3.004,0,0,
23505.1,stock,5016,17,opt,E10,47.5545,6300,uniform500,5040,30,8,uniform500,5033,island-dtam,500,8,5033,0.15,4,-1,240,3.004,0,0,
23613.5,stock,4992,17,opt,E10,48.2351,6270,uniform500,5016,30,8,uniform500,5009,island-dtam,500,9,5009,0.15,4,-1,240,3.003,0,0,
23332.4,stock,4864,34,opt,E10,46.4709,6140,uniform500,4912,30,8,uniform500,4898,island-dtam,500,10,4898,0.15,4,-1,240,3,0,0,
21506.9,heterogeneous,4912,96,opt,E10,35.0106,6290,uniform500,5032,30,8,uniform500,5008,island-dtam,500,1,5008,0.15,4,-1,240,3.002,0,0,
22766.6,heterogeneous,4760,90,opt,E10,42.9185,6090,uniform500,4872,30,8,uniform500,4850,island-dtam,500,2,4850,0.15,4,-1,240,3.002,0,0,
22816.2,heterogeneous,4896,63,opt,E10,43.23,6220,uniform500,4976,30,8,uniform500,4959,island-dtam,500,3,4959,0.15,4,-1,240,3.001,0,0,
23334.9,heterogeneous,4704,155,opt,E10,46.4865,6110,uniform500,4888,30,8,uniform500,4859,island-dtam,500,4,4859,0.15,4,-1,240,3.002,0,0,
22563.6,heterogeneous,4672,62,opt,E10,41.6442,5940,uniform500,4752,30,8,uniform500,4734,island-dtam,500,5,4734,0.15,4,-1,240,3,0,0,
22475.5,heterogeneous,4704,83,opt,E10,41.0915,6010,uniform500,4808,30,8,uniform500,4787,island-dtam,500,6,4787,0.15,4,-1,240,3.003,0,0,
24651.2,heterogeneous,4440,70,opt,E10,54.7498,5660,uniform500,4528,30,8,uniform500,4510,island-dtam,500,7,4510,0.15,4,-1,240,3,0,0,
22471.8,heterogeneous,4904,49,opt,E10,41.0679,6210,uniform500,4968,30,8,uniform500,4953,island-dtam,500,8,4953,0.15,4,-1,240,3.003,0,0,
24922.4,heterogeneous,4360,87,opt,E10,56.452,5580,uniform500,4464,30,8,uniform500,4447,island-dtam,500,9,4447,0.15,4,-1,240,3,0,0,
23680.3,heterogeneous,4856,50,opt,E10,48.6548,6150,uniform500,4920,30,8,uniform500,4906,island-dtam,500,10,4906,0.15,4,-1,240,3.004,0,0,
26892.8,rel-trigger,0,1827,opt,E10,68.8211,7660,uniform500,6128,30,8,uniform500,1827,island-dtam,500,1,1827,0.15,4,-1,240,3.001,0,0,
28749.9,rel-trigger,0,1899,opt,E10,80.4796,7400,uniform500,5920,30,8,uniform500,1899,island-dtam,500,2,1899,0.15,4,-1,240,3.003,0,0,
27374.8,rel-trigger,8,1913,opt,E10,71.847,7650,uniform500,6120,30,8,uniform500,1921,island-dtam,500,3,1921,0.15,4,-1,240,3.001,0,0,
