best_len,config,donor_fallback,donor_found,engine,exp,gap,generations,instance,island_epochs,island_pop,islands,landscape,migrations,mode,n,seed,stag_epochs,tau,threads,time_to_target,total_pop,total_time,twoopt,valid,variant
8184.23,het+immigrants,3912,211,opt,E10,-1,5210,clustered600,4168,30,8,clustered600,4123,island-dtam,600,4,4123,0.15,4,-1,240,3.004,0,0,
8638.69,het+immigrants,3936,225,opt,E10,-1,5260,clustered600,4208,30,8,clustered600,4161,island-dtam,600,5,4161,0.15,4,-1,240,3.001,0,0,
7915.34,het+immigrants,3992,223,opt,E10,-1,5330,clustered600,4264,30,8,clustered600,4215,island-dtam,600,6,4215,0.15,4,-1,240,3.003,0,0,
9118.67,het+immigrants,3920,151,opt,E10,-1,5130,clustered600,4104,30,8,clustered600,4071,island-dtam,600,7,4071,0.15,4,-1,240,3.004,0,0,
7268.24,het+immigrants,4056,124,opt,E10,-1,5260,clustered600,4208,30,8,clustered600,4180,island-dtam,600,8,4180,0.15,4,-1,240,3.004,0,0,
9299.11,het+immigrants,3576,229,opt,E10,-1,4820,clustered600,3856,30,8,clustered600,3805,island-dtam,600,9,3805,0.15,4,-1,240,3.001,0,0,
7792.46,het+immigrants,3736,226,opt,E10,-1,5020,clustered600,4016,30,8,clustered600,3962,island-dtam,600,10,3962,0.15,4,-1,240,3.001,0,0,
6947.58,FIXED-ref,0,0,opt,E10,-1,7210,clustered600,5768,30,8,clustered600,5768,island-fixed,600,1,5757,0.15,4,-1,240,3.001,0,0,
7306.24,FIXED-ref,0,0,opt,E10,-1,7200,clustered600,5760,30,8,clustered600,5760,island-fixed,600,2,5751,0.15,4,-1,240,3.004,0,0,
7264.28,FIXED-ref,0,0,opt,E10,-1,6940,clustered600,5552,30,8,clustered600,5552,island-fixed,600,3,5544,0.15,4,-1,240,3.003,0,0,
7082.94,FIXED-ref,0,0,opt,E10,-1,6930,clustered600,5544,30,8,clustered600,5544,island-fixed,600,4,5534,0.15,4,-1,240,3.003,0,0,
7973.87,FIXED-ref,0,0,opt,E10,-1,7230,clustered600,5784,30,8,clustered600,5784,island-fixed,600,5,5774,0.15,4,-1,240,3.003,0,0,
6989.27,FIXED-ref,0,0,opt,E10,-1,6890,clustered600,5512,30,8,clustered600,5512,island-fixed,600,6,5506,0.15,4,-1,240,3.002,0,0,
8379.7,FIXED-ref,0,0,opt,E10,-1,7030,clustered600,5624,30,8,clustered600,5624,island-fixed,600,7,5619,0.15,4,-1,240,3.004,0,0,
6951.52,FIXED-ref,0,0,opt,E10,-1,6570,clustered600,5256,30,8,clustered600,5256,island-fixed,600,8,5249,0.15,4,-1,240,3,0,0,
7544.7,FIXED-ref,0,0,opt,E10,-1,7090,clustered600,5672,30,8,clustered600,5672,island-fixed,600,9,5659,0.15,4,-1,240,3.003,0,0,
6724.07,FIXED-ref,0,0,opt,E10,-1,7180,clustered600,5744,30,8,clustered600,5744,island-fixed,600,10,5731,0.15,4,-1,240,3.001,0,0,
5163.63,stock,1592,0,opt,E10,-1,1990,clustered600,1592,30,8,clustered600,1592,island-dtam,600,1,1592,0.15,4,-1,240,3.002,1,0,
5488.5,stock,1568,7,opt,E10,-1,1970,clustered600,1576,30,8,clustered600,1575,island-dtam,600,2,1575,0.15,4,-1,240,3.001,1,0,
5270.37,stock,1536,7,opt,E10,-1,1930,clustered600,1544,30,8,clustered600,1543,island-dtam,600,3,1543,0.15,4,-1,240,3.003,1,0,
4573.43,stock,1584,0,opt,E10,-1,1980,clustered600,1584,30,8,clustered600,1584,island-dtam,600,4,1584,0.15,4,-1,240,3.001,1,0,
5727.02,stock,1664,7,opt,E10,-1,2090,clustered600,1672,30,8,clustered600,1671,island-dtam,600,5,1671,0.15,4,-1,240,3.006,1,0,
5029.49,stock,1616,5,opt,E10,-1,2030,clustered600,1624,30,8,clustered600,1621,island-dtam,600,6,1621,0.15,4,-1,240,3.008,1,0,
5862.33,stock,1584,7,opt,E10,-1,1990,clustered600,1592,30,8,clustered600,1591,island-dtam,600,7,1591,0.15,4,-1,240,3.012,1,0,
4691.75,stock,1696,7,opt,E10,-1,2130,clustered600,1704,30,8,clustered600,1703,island-dtam,600,8,1703,0.15,4,-1,240,3.009,1,0,
5377.76,stock,1664,7,opt,E10,-1,2090,clustered600,1672,30,8,clustered600,1671,island-dtam,600,9,1671,0.15,4,-1,240,3.012,1,0,
5076.62,stock,1656,6,opt,E10,-1,2080,clustered600,1664,30,8,clustered600,1662,island-dtam,600,10,1662,0.15,4,-1,240,3.001,1,0,
5138.34,heterogeneous,1544,20,opt,E10,-1,1960,clustered600,1568,30,8,clustered600,1564,island-dtam,600,1,1564,0.15,4,-1,240,3.003,1,0,
5484.32,heterogeneous,1496,26,opt,E10,-1,1910,clustered600,1528,30,8,clustered600,1522,island-dtam,600,2,1522,0.15,4,-1,240,3.011,1,0,
5279.56,heterogeneous,1456,26,opt,E10,-1,1860,clustered600,1488,30,8,clustered600,1482,island-dtam,600,3,1482,0.15,4,-1,240,3.009,1,0,
4578.08,heterogeneous,1608,21,opt,E10,-1,2040,clustered600,1632,30,8,clustered600,1629,island-dtam,600,4,1629,0.15,4,-1,240,3.005,1,0,
5731.63,heterogeneous,1624,5,opt,E10,-1,2040,clustered600,1632,30,8,clustered600,1629,island-dtam,600,5,1629,0.15,4,-1,240,3.009,1,0,
5027.46,heterogeneous,1528,26,opt,E10,-1,1950,clustered600,1560,30,8,clustered600,1554,island-dtam,600,6,1554,0.15,4,-1,240,3,1,0,
5868.4,heterogeneous,1528,19,opt,E10,-1,1940,clustered600,1552,30,8,clustered600,1547,island-dtam,600,7,1547,0.15,4,-1,240,3.003,1,0,
4698.64,heterogeneous,1480,19,opt,E10,-1,1880,clustered600,1504,30,8,clustered600,1499,island-dtam,600,8,1499,0.15,4,-1,240,3.014,1,0,
5369.41,heterogeneous,1480,26,opt,E10,-1,1890,clustered600,1512,30,8,clustered600,1506,island-dtam,600,9,1506,0.15,4,-1,240,3.007,1,0,
5075.06,heterogeneous,1592,4,opt,E10,-1,2000,clustered600,1600,30,8,clustered600,1596,island-dtam,600,10,1596,0.15,4,-1,240,3.006,1,0,
5134.68,rel-trigger,8,343,opt,E10,-1,2260,clustered600,1808,30,8,clustered600,351,island-dtam,600,1,351,0.15,4,-1,240,3.009,1,0,
5488.74,rel-trigger,0,355,opt,E10,-1,2120,clustered600,1696,30,8,clustered600,355,island-dtam,600,2,355,0.15,4,-1,240,3,1,0,
5270.99,rel-trigger,8,402,opt,E10,-1,2090,clustered600,1672,30,8,clustered600,410,island-dtam,600,3,410,0.15,4,-1,240,3.008,1,0,
4575.6,rel-trigger,8,322,opt,E10,-1,2250,clustered600,1800,30,8,clustered600,330,island-dtam,600,4,330,0.15,4,-1,240,3.011,1,0,
5727.02,rel-trigger,8,333,opt,E10,-1,2280,clustered600,1824,30,8,clustered600,341,island-dtam,600,5,341,0.15,4,-1,240,3.008,1,0,
5034.89,rel-trigger,8,336,opt,E10,-1,2250,clustered600,1800,30,8,clustered600,344,island-dtam,600,6,344,0.15,4,-1,240,3.008,1,0,
5865.86,rel-trigger,0,340,opt,E10,-1,2200,clustered600,1760,30,8,clustered600,340,island-dtam,600,7,340,0.15,4,-1,240,3.004,1,0,
4684.93,rel-trigger,0,359,opt,E10,-1,2290,clustered600,1832,30,8,clustered600,359,island-dtam,600,8,359,0.15,4,-1,240,3.006,1,0,
5381.97,rel-trigger,0,343,opt,E10,-1,2190,clustered600,1752,30,8,clustered600,343,island-dtam,600,9,343,0.15,4,-1,240,3.004,1,0,
5076.61,rel-trigger,0,350,opt,E10,-1,2260,clustered600,1808,30,8,clustered600,350,island-dtam,600,10,350,0.15,4,-1,240,3.006,1,0,
5135.19,het+rel,0,379,opt,E10,-1,2120,clustered600,1696,30,8,clustered600,379,island-dtam,600,1,379,0.15,4,-1,240,3.007,1,0,
5488.59,het+rel,0,348,opt,E10,-1,1850,clustered600,1480,30,8,clustered600,348,island-dtam,600,2,348,0.15,4,-1,240,3.011,1,0,
5271.68,het+rel,0,396,opt,E10,-1,1770,clustered600,1416,30,8,clustered600,396,island-dtam,600,3,396,0.15,4,-1,240,3.001,1,0,
4574.13,het+rel,0,362,opt,E10,-1,1990,clustered600,1592,30,8,clustered600,362,island-dtam,600,4,362,0.15,4,-1,240,3.011,1,0,
5733.06,het+rel,0,356,opt,E10,-1,2120,clustered600,1696,30,8,clustered600,356,island-dtam,600,5,356,0.15,4,-1,240,3.008,1,0,
5025.93,het+rel,0,381,opt,E10,-1,1860,clustered600,1488,30,8,clustered600,381,island-dtam,600,6,381,0.15,4,-1,240,3.011,1,0,
5855.63,het+rel,0,346,opt,E10,-1,1890,clustered600,1512,30,8,clustered600,346,island-dtam,600,7,346,0.15,4,-1,240,3.013,1,0,
4689.17,het+rel,0,305,opt,E10,-1,1930,clustered600,1544,30,8,clustered600,305,island-dtam,600,8,305,0.15,4,-1,240,3.005,1,0,
5365.23,het+rel,0,347,opt,E10,-1,1940,clustered600,1552,30,8,clustered600,347,island-dtam,600,9,347,0.15,4,-1,240,3.005,1,0,
5082.48,het+rel,0,329,opt,E10,-1,1980,clustered600,1584,30,8,clustered600,329,island-dtam,600,10,329,0.15,4,-1,240,3.011,1,0,
5138.67,immigrants,1616,19,opt,E10,-1,2050,clustered600,1640,30,8,clustered600,1635,island-dtam,600,1,1635,0.15,4,-1,240,3.001,1,0,
5498.2,immigrants,1552,34,opt,E10,-1,1990,clustered600,1592,30,8,clustered600,1586,island-dtam,600,2,1586,0.15,4,-1,240,3.002,1,0,
5270.91,immigrants,1520,23,opt,E10,-1,1940,clustered600,1552,30,8,clustered600,1543,island-dtam,600,3,1543,0.15,4,-1,240,3.016,1,0,
4585.71,immigrants,1608,19,opt,E10,-1,2040,clustered600,1632,30,8,clustered600,1627,island-dtam,600,4,1627,0.15,4,-1,240,3.005,1,0,
5729.07,immigrants,1632,17,opt,E10,-1,2070,clustered600,1656,30,8,clustered600,1649,island-dtam,600,5,1649,0.15,4,-1,240,3.006,1,0,
5031.98,immigrants,1616,17,opt,E10,-1,2050,clustered600,1640,30,8,clustered600,1633,island-dtam,600,6,1633,0.15,4,-1,240,3.005,1,0,
5867.93,immigrants,1624,18,opt,E10,-1,2060,clustered600,1648,30,8,clustered600,1642,island-dtam,600,7,1642,0.15,4,-1,240,3.004,1,0,
4693.29,immigrants,1640,22,opt,E10,-1,2090,clustered600,1672,30,8,clustered600,1662,island-dtam,600,8,1662,0.15,4,-1,240,3.008,1,0,
5376.56,immigrants,1616,25,opt,E10,-1,2060,clustered600,1648,30,8,clustered600,1641,island-dtam,600,9,1641,0.15,4,-1,240,3.006,1,0,
5074.14,immigrants,1616,20,opt,E10,-1,2050,clustered600,1640,30,8,clustered600,1636,island-dtam,600,10,1636,0.15,4,-1,240,3.005,1,0,
5133.13,het+immigrants,1512,45,opt,E10,-1,1960,clustered600,1568,30,8,clustered600,1557,island-dtam,600,1,1557,0.15,4,-1,240,3.008,1,0,
5494.75,het+immigrants,1448,62,opt,E10,-1,1910,clustered600,1528,30,8,clustered600,1510,island-dtam,600,2,1510,0.15,4,-1,240,3.017,1,0,
5269.68,het+immigrants,1392,64,opt,E10,-1,1840,clustered600,1472,30,8,clustered600,1456,island-dtam,600,3,1456,0.15,4,-1,240,3,1,0,
4573.85,het+immigrants,1520,49,opt,E10,-1,1980,clustered600,1584,30,8,clustered600,1569,island-dtam,600,4,1569,0.15,4,-1,240,3.012,1,0,
5732.66,het+immigrants,1544,65,opt,E10,-1,2030,clustered600,1624,30,8,clustered600,1609,island-dtam,600,5,1609,0.15,4,-1,240,3.007,1,0,
5026.28,het+immigrants,1536,35,opt,E10,-1,1980,clustered600,1584,30,8,clustered600,1571,island-dtam,600,6,1571,0.15,4,-1,240,3.009,1,0,
5873.18,het+immigrants,1488,57,opt,E10,-1,1950,clustered600,1560,30,8,clustered600,1545,island-dtam,600,7,1545,0.15,4,-1,240,3.004,1,0,
4697.91,het+immigrants,1512,50,opt,E10,-1,1970,clustered600,1576,30,8,clustered600,1562,island-dtam,600,8,1562,0.15,4,-1,240,3.003,1,0,
5386.97,het+immigrants,1464,77,opt,E10,-1,1950,clustered600,1560,30,8,clustered600,1541,island-dtam,600,9,1541,0.15,4,-1,240,3.001,1,0,
5082.48,het+immigrants,1552,45,opt,E10,-1,2010,clustered600,1608,30,8,clustered600,1597,island-dtam,600,10,1597,0.15,4,-1,240,3.008,1,0,
5154.82,FIXED-ref,0,0,opt,E10,-1,2280,clustered600,1824,30,8,clustered600,1824,island-fixed,600,1,1823,0.15,4,-1,240,3.001,1,0,
5489.55,FIXED-ref,0,0,opt,E10,-1,2290,clustered600,1832,30,8,clustered600,1832,island-fixed,600,2,1832,0.15,4,-1,240,3.002,1,0,
5271.01,FIXED-ref,0,0,opt,E10,-1,2160,clustered600,1728,30,8,clustered600,1728,island-fixed,600,3,1726,0.15,4,-1,240,3.003,1,0,
4579.99,FIXED-ref,0,0,opt,E10,-1,2340,clustered600,1872,30,8,clustered600,1872,island-fixed,600,4,1872,0.15,4,-1,240,3.006,1,0,
5732.11,FIXED-ref,0,0,opt,E10,-1,2320,clustered600,1856,30,8,clustered600,1856,island-fixed,600,5,1855,0.15,4,-1,240,3.012,1,0,
5030.57,FIXED-ref,0,0,opt,E10,-1,2330,clustered600,1864,30,8,clustered600,1864,island-fixed,600,6,1860,0.15,4,-1,240,3.003,1,0,
5861.76,FIXED-ref,0,0,opt,E10,-1,2320,clustered600,1856,30,8,clustered600,1856,island-fixed,600,7,1855,0.15,4,-1,240,3.011,1,0,
4688.54,FIXED-ref,0,0,opt,E10,-1,2370,clustered600,1896,30,8,clustered600,1896,island-fixed,600,8,1895,0.15,4,-1,240,3.008,1,0,
5369.49,FIXED-ref,0,0,opt,E10,-1,2290,clustered600,1832,30,8,clustered600,1832,island-fixed,600,9,1831,0.15,4,-1,240,3.005,1,0,
5085.16,FIXED-ref,0,0,opt,E10,-1,2330,clustered600,1864,30,8,clustered600,1864,island-fixed,600,10,1862,0.15,4,-1,240,3.003,1,0,
