mode,engine,instance,n,threads,islands,island_pop,total_pop,generations,seed,twoopt,tau,best_len,gap,total_time,time_to_target,migrations,stag_epochs,island_epochs,valid,exp,reps,t_min,t_med,t_max,t_cv,len_med,canary_drift_pct
island-dtam,opt,uniform500,500,4,8,30,240,4000,8,0,0.01,35671.7,123.931,2.066,-1,2526,2526,3200,0,E4,2,2.066,2.224,2.382,0.07104316546762596,35671.7,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,1,0,0.02,33036.7,107.39,2.127,-1,2867,2867,3200,0,E4,2,2.127,2.1935,2.26,0.030316845224527017,33036.7,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,2,0,0.02,33172.9,108.245,2.132,-1,2901,2901,3200,0,E4,2,2.132,2.1465,2.161,0.006755182855811766,33172.9,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,3,0,0.02,32474.6,103.862,2.133,-1,2892,2892,3200,0,E4,2,2.133,2.213,2.293,0.03615002259376415,32474.6,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,4,0,0.02,30357.2,90.5695,2.167,-1,2899,2899,3200,0,E4,2,2.134,2.1505,2.167,0.007672634271099725,30357.2,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,5,0,0.02,31795.4,99.5974,2.158,-1,2905,2905,3200,0,E4,2,2.122,2.1399999999999997,2.158,0.008411214953271037,31795.4,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,6,0,0.02,31968.6,100.685,2.294,-1,2884,2884,3200,0,E4,2,2.172,2.233,2.294,0.02731751007613074,31968.6,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,7,0,0.02,32185,102.043,2.203,-1,2905,2905,3200,0,E4,2,2.117,2.16,2.203,0.019907407407407374,32185.0,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,8,0,0.02,32839,106.149,2.21,-1,2902,2902,3200,0,E4,2,2.21,2.2245,2.239,0.00651831872330859,32839.0,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,1,0,0.03,33188.1,108.34,2.166,-1,3000,3000,3200,0,E4,2,2.166,2.189,2.212,0.010507080858839713,33188.1,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,2,0,0.03,32659.5,105.022,2.26,-1,3015,3015,3200,0,E4,2,2.239,2.2495,2.26,0.0046677039342075816,32659.5,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,3,0,0.03,33173.1,108.246,2.201,-1,3013,3013,3200,0,E4,2,2.201,2.215,2.229,0.006320541760722354,33173.1,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,4,0,0.03,31346.7,96.7809,2.181,-1,3009,3009,3200,0,E4,2,2.181,2.183,2.185,0.0009161704076958323,31346.7,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,5,0,0.03,31885,100.16,2.161,-1,3003,3003,3200,0,E4,2,2.161,2.168,2.175,0.0032287822878228297,31885.0,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,6,0,0.03,31476.4,97.5948,2.174,-1,3026,3026,3200,0,E4,2,2.174,2.2969999999999997,2.42,0.053548106225511545,31476.4,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,7,0,0.03,32699.9,105.275,2.25,-1,3001,3001,3200,0,E4,2,2.213,2.2315,2.25,0.008290387631637895,32699.9,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,8,0,0.03,34437.4,116.183,2.201,-1,2991,2991,3200,0,E4,2,2.201,2.2889999999999997,2.377,0.038444735692442056,34437.4,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,1,0,0.05,30875.3,93.8214,2.252,-1,3112,3112,3200,0,E4,2,2.252,2.2645,2.277,0.005519982336056603,30875.3,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,2,0,0.05,32193.2,102.095,2.213,-1,3107,3107,3200,0,E4,2,2.196,2.2045000000000003,2.213,0.0038557496030845774,32193.2,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,3,0,0.05,33483.4,110.194,2.223,-1,3107,3107,3200,0,E4,2,2.211,2.2169999999999996,2.223,0.002706359945872804,33483.4,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,4,0,0.05,32097.4,101.493,2.356,-1,3113,3113,3200,0,E4,2,2.255,2.3055,2.356,0.021904142268488393,32097.4,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,5,0,0.05,33032.4,107.363,2.409,-1,3088,3088,3200,0,E4,2,2.397,2.4029999999999996,2.409,0.002496878901373286,33032.4,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,6,0,0.05,32806.8,105.947,2.418,-1,3111,3111,3200,0,E4,2,2.362,2.39,2.418,0.011715481171548126,32806.8,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,7,0,0.05,31163,95.6278,2.27,-1,3118,3118,3200,0,E4,2,2.212,2.241,2.27,0.012940651494868324,31163.0,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,8,0,0.05,31668.8,98.8028,2.372,-1,3110,3110,3200,0,E4,2,2.243,2.3075,2.372,0.027952329360780064,31668.8,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,1,0,0.08,30877.4,93.8351,2.476,-1,3167,3167,3200,0,E4,2,2.427,2.4515000000000002,2.476,0.009993881297164987,30877.4,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,2,0,0.08,30049.6,88.6384,2.372,-1,3170,3170,3200,0,E4,2,2.372,2.4314999999999998,2.491,0.02447049146617319,30049.6,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,3,0,0.08,31495.5,97.7147,2.239,-1,3172,3172,3200,0,E4,2,2.239,2.247,2.255,0.00356030262572319,31495.5,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,4,0,0.08,31245,96.1424,2.465,-1,3166,3166,3200,0,E4,2,2.299,2.3819999999999997,2.465,0.03484466834592778,31245.0,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,5,0,0.08,30910,94.0395,2.369,-1,3170,3170,3200,0,E4,2,2.273,2.321,2.369,0.020680741059887996,30910.0,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,6,0,0.08,30864.4,93.7532,2.31,-1,3157,3157,3200,0,E4,2,2.31,2.3695,2.429,0.02511078286558341,30864.4,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,7,0,0.08,32973.8,106.995,2.293,-1,3171,3171,3200,0,E4,2,2.293,2.3825000000000003,2.472,0.03756558237145851,32973.8,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,8,0,0.08,30537.2,91.6994,2.287,-1,3172,3172,3200,0,E4,2,2.265,2.276,2.287,0.004833040421792574,30537.2,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,1,0,0.12,31826.5,99.7927,2.28,-1,3192,3192,3200,0,E4,2,2.28,2.293,2.306,0.005669428696031453,31826.5,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,2,0,0.12,31393.9,97.0769,2.266,-1,3190,3190,3200,0,E4,2,2.266,2.276,2.286,0.004393673110720566,31393.9,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,3,0,0.12,31566.9,98.1633,2.237,-1,3188,3188,3200,0,E4,2,2.237,2.249,2.261,0.0053357047576700805,31566.9,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,4,0,0.12,32584.7,104.552,2.24,-1,3180,3180,3200,0,E4,2,2.24,2.325,2.41,0.03655913978494622,32584.7,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,5,0,0.12,31452.1,97.4428,2.301,-1,3184,3184,3200,0,E4,2,2.301,2.3045,2.308,0.0015187676285527605,31452.1,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,6,0,0.12,32336.9,102.997,2.321,-1,3186,3186,3200,0,E4,2,2.251,2.286,2.321,0.015310586176727972,32336.9,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,7,0,0.12,33737.8,111.791,2.312,-1,3185,3185,3200,0,E4,2,2.252,2.282,2.312,0.013146362839614385,33737.8,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,8,0,0.12,31301.2,96.4953,2.25,-1,3189,3189,3200,0,E4,2,2.25,2.2515,2.253,0.0006662225183211445,31301.2,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,1,0,0.15,31577.3,98.2283,2.265,-1,3185,3185,3200,0,E4,2,2.265,2.3275,2.39,0.02685284640171858,31577.3,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,2,0,0.15,31711,99.0678,2.307,-1,3196,3196,3200,0,E4,2,2.296,2.3015,2.307,0.002389745817944845,31711.0,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,3,0,0.15,31630.7,98.564,2.276,-1,3190,3190,3200,0,E4,2,2.217,2.2465,2.276,0.01313153794791892,31630.7,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,4,0,0.15,31513.7,97.8289,2.227,-1,3192,3192,3200,0,E4,2,2.227,2.336,2.445,0.04666095890410959,31513.7,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,5,0,0.15,30366.4,90.6267,2.227,-1,3191,3191,3200,0,E4,2,2.227,2.26,2.293,0.014601769911504489,30366.4,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,6,0,0.15,32202.2,102.151,2.252,-1,3191,3191,3200,0,E4,2,2.251,2.2515,2.252,0.00022207417277368195,32202.2,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,7,0,0.15,32827.3,106.075,2.21,-1,3194,3194,3200,0,E4,2,2.21,2.2525,2.295,0.01886792452830188,32827.3,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,8,0,0.15,31864.1,100.029,2.277,-1,3193,3193,3200,0,E4,2,2.277,2.2885,2.3,0.005025125628140635,31864.1,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,1,0,0.25,30911.3,94.0478,2.227,-1,3194,3194,3200,0,E4,2,2.227,2.2489999999999997,2.271,0.009782125389061815,30911.3,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,2,0,0.25,31842.6,99.8942,2.387,-1,3200,3200,3200,0,E4,2,2.38,2.3834999999999997,2.387,0.0014684287812041365,31842.6,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,3,0,0.25,32002.9,100.9,2.269,-1,3196,3196,3200,0,E4,2,2.269,2.2925,2.316,0.010250817884405607,32002.9,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,4,0,0.25,32317.7,102.876,2.211,-1,3196,3196,3200,0,E4,2,2.211,2.3255,2.44,0.04923672328531501,32317.7,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,5,0,0.25,32344.6,103.045,2.46,-1,3196,3196,3200,0,E4,2,2.409,2.4345,2.46,0.010474430067775757,32344.6,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,6,0,0.25,31674.3,98.8376,2.243,-1,3197,3197,3200,0,E4,2,2.243,2.306,2.369,0.027320034692107618,31674.3,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,7,0,0.25,32857.4,106.264,2.41,-1,3197,3197,3200,0,E4,2,2.334,2.372,2.41,0.016020236087689727,32857.4,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,8,0,0.25,29694.9,86.4118,2.326,-1,3197,3197,3200,0,E4,2,2.326,2.3925,2.459,0.027795193312434692,29694.9,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,1,0,0.4,31828,99.8023,2.275,-1,3199,3199,3200,0,E4,2,2.275,2.3419999999999996,2.409,0.02860802732707086,31828.0,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,2,0,0.4,31842.6,99.8942,2.244,-1,3200,3200,3200,0,E4,2,2.244,2.3225,2.401,0.033799784714746955,31842.6,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,3,0,0.4,32326.8,102.934,2.388,-1,3199,3199,3200,0,E4,2,2.28,2.3339999999999996,2.388,0.023136246786632415,32326.8,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,4,0,0.4,31745.7,99.2853,2.243,-1,3198,3198,3200,0,E4,2,2.243,2.292,2.341,0.02137870855148349,31745.7,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,5,0,0.4,34222.6,114.835,2.267,-1,3198,3198,3200,0,E4,2,2.267,2.2885,2.31,0.009394800087393521,34222.6,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,6,0,0.4,31857.5,99.9872,2.237,-1,3200,3200,3200,0,E4,2,2.237,2.266,2.295,0.012797881729920527,31857.5,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,7,0,0.4,33909.7,112.87,2.261,-1,3199,3199,3200,0,E4,2,2.261,2.3495,2.438,0.03766758884869122,33909.7,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,8,0,0.4,33174.1,108.253,2.328,-1,3200,3200,3200,0,E4,2,2.283,2.3055,2.328,0.00975927130774234,33174.1,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,1,0,0.6,31101,95.2386,2.226,-1,3200,3200,3200,0,E4,2,2.226,2.2984999999999998,2.371,0.03154231020230586,31101.0,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,2,0,0.6,31842.6,99.8942,2.237,-1,3200,3200,3200,0,E4,2,2.237,2.308,2.379,0.03076256499133447,31842.6,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,3,0,0.6,32083.3,101.405,2.278,-1,3200,3200,3200,0,E4,2,2.247,2.2625,2.278,0.006850828729281798,32083.3,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,4,0,0.6,32373.2,103.225,2.213,-1,3200,3200,3200,0,E4,2,2.213,2.2455,2.278,0.01447339122689823,32373.2,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,5,0,0.6,32611.9,104.723,2.335,-1,3200,3200,3200,0,E4,2,2.304,2.3194999999999997,2.335,0.0066824746712653895,32611.9,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,6,0,0.6,31857.5,99.9872,2.229,-1,3200,3200,3200,0,E4,2,2.229,2.2510000000000003,2.273,0.00977343402932031,31857.5,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,7,0,0.6,32356.2,103.118,2.285,-1,3200,3200,3200,0,E4,2,2.285,2.3875,2.49,0.04293193717277488,32356.2,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,8,0,0.6,33174.1,108.253,2.221,-1,3200,3200,3200,0,E4,2,2.221,2.2445,2.268,0.01047003787034968,33174.1,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,1,0,0.9,31101,95.2386,2.363,-1,3200,3200,3200,0,E4,2,2.313,2.338,2.363,0.010692899914456763,31101.0,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,2,0,0.9,31842.6,99.8942,2.287,-1,3200,3200,3200,0,E4,2,2.287,2.3015,2.316,0.006300238974581776,31842.6,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,3,0,0.9,32083.3,101.405,2.264,-1,3200,3200,3200,0,E4,2,2.264,2.3385,2.413,0.03185802865084456,32083.3,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,4,0,0.9,32373.2,103.225,2.281,-1,3200,3200,3200,0,E4,2,2.281,2.3335,2.386,0.022498392971930573,32373.2,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,5,0,0.9,32611.9,104.723,2.263,-1,3200,3200,3200,0,E4,2,2.263,2.3049999999999997,2.347,0.018221258134490256,32611.9,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,6,0,0.9,31857.5,99.9872,2.233,-1,3200,3200,3200,0,E4,2,2.233,2.3225,2.412,0.0385360602798708,31857.5,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,7,0,0.9,32356.2,103.118,2.322,-1,3200,3200,3200,0,E4,2,2.322,2.346,2.37,0.010230179028133002,32356.2,30.88
island-dtam,opt,uniform500,500,4,8,30,240,4000,8,0,0.9,33174.1,108.253,2.269,-1,3200,3200,3200,0,E4,2,2.269,2.2720000000000002,2.275,0.0013204225352112199,33174.1,30.88
island-fixed,opt,uniform500,500,4,8,30,240,4000,1,0,-1,32470.1,103.833,1.837,-1,3200,3192,3200,0,E4,2,1.728,1.7825,1.837,0.0305750350631136,32470.1,30.88
island-fixed,opt,uniform500,500,4,8,30,240,4000,2,0,-1,34925.1,119.245,1.68,-1,3200,3191,3200,0,E4,2,1.68,1.7065000000000001,1.733,0.015528860240257883,34925.1,30.88
island-fixed,opt,uniform500,500,4,8,30,240,4000,3,0,-1,34607.5,117.251,1.767,-1,3200,3183,3200,0,E4,2,1.679,1.7229999999999999,1.767,0.025536854323853702,34607.5,30.88
island-fixed,opt,uniform500,500,4,8,30,240,4000,4,0,-1,35371.8,122.049,1.717,-1,3200,3193,3200,0,E4,2,1.717,1.823,1.929,0.05814591332967635,35371.8,30.88
island-fixed,opt,uniform500,500,4,8,30,240,4000,5,0,-1,34762,118.221,1.82,-1,3200,3194,3200,0,E4,2,1.82,1.8275000000000001,1.835,0.004103967168262627,34762.0,30.88
island-fixed,opt,uniform500,500,4,8,30,240,4000,6,0,-1,33241.1,108.673,1.86,-1,3200,3187,3200,0,E4,2,1.823,1.8415,1.86,0.01004615802335057,33241.1,30.88
island-fixed,opt,uniform500,500,4,8,30,240,4000,7,0,-1,35176.1,120.82,1.688,-1,3200,3189,3200,0,E4,2,1.688,1.7265,1.765,0.02229944975383723,35176.1,30.88
island-fixed,opt,uniform500,500,4,8,30,240,4000,8,0,-1,34560.1,116.953,1.856,-1,3200,3189,3200,0,E4,2,1.792,1.824,1.856,0.017543859649122823,34560.1,30.88
