mode,engine,instance,n,threads,islands,island_pop,total_pop,generations,seed,twoopt,tau,best_len,gap,total_time,time_to_target,migrations,stag_epochs,island_epochs,valid,exp,instance_file,reps,t_min,t_med,t_max,t_cv,len_med,canary_drift_pct
serial,opt,kroA100,100,1,1,240,240,3344,6,1,0.15,21282,0,4,-1,0,0,0,0,E6,kroA100,1,4.0,4.0,4.0,0.0,21282.0,0.0
serial,opt,kroA100,100,1,1,240,240,3198,7,1,0.15,21282,0,4,-1,0,0,0,0,E6,kroA100,1,4.0,4.0,4.0,0.0,21282.0,0.0
serial,opt,kroA100,100,1,1,240,240,3223,8,1,0.15,21282,0,4,-1,0,0,0,0,E6,kroA100,1,4.0,4.0,4.0,0.0,21282.0,0.0
serial,opt,kroA100,100,1,1,240,240,3336,9,1,0.15,21282,0,4.001,-1,0,0,0,0,E6,kroA100,1,4.001,4.001,4.001,0.0,21282.0,0.0
serial,opt,kroA100,100,1,1,240,240,3175,10,1,0.15,21282,0,4,-1,0,0,0,0,E6,kroA100,1,4.0,4.0,4.0,0.0,21282.0,0.0
serial,opt,kroA100,100,1,1,240,240,3224,11,1,0.15,21282,0,4,-1,0,0,0,0,E6,kroA100,1,4.0,4.0,4.0,0.0,21282.0,0.0
serial,opt,kroA100,100,1,1,240,240,3341,12,1,0.15,21282,0,4.001,-1,0,0,0,0,E6,kroA100,1,4.001,4.001,4.001,0.0,21282.0,0.0
island-fixed,opt,kroA100,100,4,8,30,240,8490,1,1,0.15,21282,0,4,-1,6792,6786,6792,0,E6,kroA100,1,4.0,4.0,4.0,0.0,21282.0,0.0
island-fixed,opt,kroA100,100,4,8,30,240,6920,2,1,0.15,21282,0,4.005,-1,5536,5530,5536,0,E6,kroA100,1,4.005,4.005,4.005,0.0,21282.0,0.0
island-fixed,opt,kroA100,100,4,8,30,240,6670,3,1,0.15,21282,0,4.006,-1,5336,5331,5336,0,E6,kroA100,1,4.006,4.006,4.006,0.0,21282.0,0.0
island-fixed,opt,kroA100,100,4,8,30,240,7010,4,1,0.15,21282,0,4.005,-1,5608,5603,5608,0,E6,kroA100,1,4.005,4.005,4.005,0.0,21282.0,0.0
island-fixed,opt,kroA100,100,4,8,30,240,6610,5,1,0.15,21282,0,4.004,-1,5288,5282,5288,0,E6,kroA100,1,4.004,4.004,4.004,0.0,21282.0,0.0
island-fixed,opt,kroA100,100,4,8,30,240,6700,6,1,0.15,21282,0,4.007,-1,5360,5355,5360,0,E6,kroA100,1,4.007,4.007,4.007,0.0,21282.0,0.0
island-fixed,opt,kroA100,100,4,8,30,240,6790,7,1,0.15,21282,0,4.002,-1,5432,5427,5432,0,E6,kroA100,1,4.002,4.002,4.002,0.0,21282.0,0.0
island-fixed,opt,kroA100,100,4,8,30,240,6820,8,1,0.15,21282,0,4.003,-1,5456,5451,5456,0,E6,kroA100,1,4.003,4.003,4.003,0.0,21282.0,0.0
island-fixed,opt,kroA100,100,4,8,30,240,6790,9,1,0.15,21282,0,4.005,-1,5432,5427,5432,0,E6,kroA100,1,4.005,4.005,4.005,0.0,21282.0,0.0
island-fixed,opt,kroA100,100,4,8,30,240,6730,10,1,0.15,21282,0,4.001,-1,5384,5379,5384,0,E6,kroA100,1,4.001,4.001,4.001,0.0,21282.0,0.0
island-fixed,opt,kroA100,100,4,8,30,240,6920,11,1,0.15,21282,0,4.005,-1,5536,5530,5536,0,E6,kroA100,1,4.005,4.005,4.005,0.0,21282.0,0.0
island-fixed,opt,kroA100,100,4,8,30,240,6720,12,1,0.15,21282,0,4,-1,5376,5370,5376,0,E6,kroA100,1,4.0,4.0,4.0,0.0,21282.0,0.0
island-dtam,opt,kroA100,100,4,8,30,240,6540,1,1,0.15,21305,0.108073,4.002,-1,5226,5226,5232,0,E6,kroA100,1,4.002,4.002,4.002,0.0,21305.0,0.0
island-dtam,opt,kroA100,100,4,8,30,240,6620,2,1,0.15,21282,0,4.003,-1,5290,5290,5296,0,E6,kroA100,1,4.003,4.003,4.003,0.0,21282.0,0.0
island-dtam,opt,kroA100,100,4,8,30,240,6670,3,1,0.15,21282,0,4.005,-1,5331,5331,5336,0,E6,kroA100,1,4.005,4.005,4.005,0.0,21282.0,0.0
island-dtam,opt,kroA100,100,4,8,30,240,6690,4,1,0.15,21282,0,4.006,-1,5347,5347,5352,0,E6,kroA100,1,4.006,4.006,4.006,0.0,21282.0,0.0
island-dtam,opt,kroA100,100,4,8,30,240,6800,5,1,0.15,21282,0,4.003,-1,5434,5434,5440,0,E6,kroA100,1,4.003,4.003,4.003,0.0,21282.0,0.0
island-dtam,opt,kroA100,100,4,8,30,240,6670,6,1,0.15,21282,0,4.005,-1,5331,5331,5336,0,E6,kroA100,1,4.005,4.005,4.005,0.0,21282.0,0.0
island-dtam,opt,kroA100,100,4,8,30,240,6760,7,1,0.15,21282,0,4.004,-1,5403,5403,5408,0,E6,kroA100,1,4.004,4.004,4.004,0.0,21282.0,0.0
island-dtam,opt,kroA100,100,4,8,30,240,6860,8,1,0.15,21282,0,4.001,-1,5482,5482,5488,0,E6,kroA100,1,4.001,4.001,4.001,0.0,21282.0,0.0
island-dtam,opt,kroA100,100,4,8,30,240,6740,9,1,0.15,21282,0,4,-1,5387,5387,5392,0,E6,kroA100,1,4.0,4.0,4.0,0.0,21282.0,0.0
island-dtam,opt,kroA100,100,4,8,30,240,6630,10,1,0.15,21282,0,4.002,-1,5299,5299,5304,0,E6,kroA100,1,4.002,4.002,4.002,0.0,21282.0,0.0
island-dtam,opt,kroA100,100,4,8,30,240,6820,11,1,0.15,21282,0,4.005,-1,5450,5450,5456,0,E6,kroA100,1,4.005,4.005,4.005,0.0,21282.0,0.0
island-dtam,opt,kroA100,100,4,8,30,240,6650,12,1,0.15,21282,0,4.001,-1,5314,5314,5320,0,E6,kroA100,1,4.001,4.001,4.001,0.0,21282.0,0.0
serial,opt,kroA200,200,1,1,240,240,861,1,1,0.15,29541,0.589077,4,-1,0,0,0,0,E6,kroA200,1,4.0,4.0,4.0,0.0,29541.0,0.0
serial,opt,kroA200,200,1,1,240,240,878,2,1,0.15,29688,1.08962,4.003,-1,0,0,0,0,E6,kroA200,1,4.003,4.003,4.003,0.0,29688.0,0.0
serial,opt,kroA200,200,1,1,240,240,899,3,1,0.15,29523,0.527785,4,-1,0,0,0,0,E6,kroA200,1,4.0,4.0,4.0,0.0,29523.0,0.0
serial,opt,kroA200,200,1,1,240,240,895,4,1,0.15,29552,0.626532,4,-1,0,0,0,0,E6,kroA200,1,4.0,4.0,4.0,0.0,29552.0,0.0
serial,opt,kroA200,200,1,1,240,240,888,5,1,0.15,29539,0.582266,4.002,-1,0,0,0,0,E6,kroA200,1,4.002,4.002,4.002,0.0,29539.0,0.0
serial,opt,kroA200,200,1,1,240,240,874,6,1,0.15,29634,0.905748,4.006,-1,0,0,0,0,E6,kroA200,1,4.006,4.006,4.006,0.0,29634.0,0.0
serial,opt,kroA200,200,1,1,240,240,844,7,1,0.15,29539,0.582266,4,-1,0,0,0,0,E6,kroA200,1,4.0,4.0,4.0,0.0,29539.0,0.0
serial,opt,kroA200,200,1,1,240,240,899,8,1,0.15,29580,0.721874,4.003,-1,0,0,0,0,E6,kroA200,1,4.003,4.003,4.003,0.0,29580.0,0.0
serial,opt,kroA200,200,1,1,240,240,873,9,1,0.15,29882,1.7502,4.004,-1,0,0,0,0,E6,kroA200,1,4.004,4.004,4.004,0.0,29882.0,0.0
serial,opt,kroA200,200,1,1,240,240,894,10,1,0.15,29509,0.480114,4,-1,0,0,0,0,E6,kroA200,1,4.0,4.0,4.0,0.0,29509.0,0.0
serial,opt,kroA200,200,1,1,240,240,895,11,1,0.15,29626,0.878507,4.002,-1,0,0,0,0,E6,kroA200,1,4.002,4.002,4.002,0.0,29626.0,0.0
serial,opt,kroA200,200,1,1,240,240,889,12,1,0.15,29726,1.21901,4.006,-1,0,0,0,0,E6,kroA200,1,4.006,4.006,4.006,0.0,29726.0,0.0
island-fixed,opt,kroA200,200,4,8,30,240,2060,1,1,0.15,29506,0.469899,4.006,-1,1648,1644,1648,0,E6,kroA200,1,4.006,4.006,4.006,0.0,29506.0,0.0
island-fixed,opt,kroA200,200,4,8,30,240,1740,2,1,0.15,29497,0.439254,4.012,-1,1392,1388,1392,0,E6,kroA200,1,4.012,4.012,4.012,0.0,29497.0,0.0
island-fixed,opt,kroA200,200,4,8,30,240,1760,3,1,0.15,29471,0.350722,4.006,-1,1408,1405,1408,0,E6,kroA200,1,4.006,4.006,4.006,0.0,29471.0,0.0
island-fixed,opt,kroA200,200,4,8,30,240,1750,4,1,0.15,29497,0.439254,4.005,-1,1400,1396,1400,0,E6,kroA200,1,4.005,4.005,4.005,0.0,29497.0,0.0
island-fixed,opt,kroA200,200,4,8,30,240,1700,5,1,0.15,29619,0.854672,4.029,-1,1360,1353,1360,0,E6,kroA200,1,4.029,4.029,4.029,0.0,29619.0,0.0
island-fixed,opt,kroA200,200,4,8,30,240,1650,6,1,0.15,29471,0.350722,4.025,-1,1320,1314,1320,0,E6,kroA200,1,4.025,4.025,4.025,0.0,29471.0,0.0
island-fixed,opt,kroA200,200,4,8,30,240,1650,7,1,0.15,29486,0.401798,4.003,-1,1320,1313,1320,0,E6,kroA200,1,4.003,4.003,4.003,0.0,29486.0,0.0
island-fixed,opt,kroA200,200,4,8,30,240,1760,8,1,0.15,29445,0.26219,4.003,-1,1408,1401,1408,0,E6,kroA200,1,4.003,4.003,4.003,0.0,29445.0,0.0
island-fixed,opt,kroA200,200,4,8,30,240,1790,9,1,0.15,29486,0.401798,4.014,-1,1432,1425,1432,0,E6,kroA200,1,4.014,4.014,4.014,0.0,29486.0,0.0
island-fixed,opt,kroA200,200,4,8,30,240,1800,10,1,0.15,29610,0.824026,4.018,-1,1440,1433,1440,0,E6,kroA200,1,4.018,4.018,4.018,0.0,29610.0,0.0
island-fixed,opt,kroA200,200,4,8,30,240,1770,11,1,0.15,29610,0.824026,4.022,-1,1416,1409,1416,0,E6,kroA200,1,4.022,4.022,4.022,0.0,29610.0,0.0
island-fixed,opt,kroA200,200,4,8,30,240,1750,12,1,0.15,29423,0.187279,4.011,-1,1400,1393,1400,0,E6,kroA200,1,4.011,4.011,4.011,0.0,29423.0,0.0
island-dtam,opt,kroA200,200,4,8,30,240,1750,1,1,0.15,29630,0.892127,4.017,-1,1395,1395,1400,0,E6,kroA200,1,4.017,4.017,4.017,0.0,29630.0,0.0
island-dtam,opt,kroA200,200,4,8,30,240,1740,2,1,0.15,29497,0.439254,4.002,-1,1388,1388,1392,0,E6,kroA200,1,4.002,4.002,4.002,0.0,29497.0,0.0
island-dtam,opt,kroA200,200,4,8,30,240,1720,3,1,0.15,29498,0.442659,4.02,-1,1373,1373,1376,0,E6,kroA200,1,4.02,4.02,4.02,0.0,29498.0,0.0
island-dtam,opt,kroA200,200,4,8,30,240,1700,4,1,0.15,29409,0.139608,4.003,-1,1353,1353,1360,0,E6,kroA200,1,4.003,4.003,4.003,0.0,29409.0,0.0
island-dtam,opt,kroA200,200,4,8,30,240,1720,5,1,0.15,29474,0.360937,4.021,-1,1370,1370,1376,0,E6,kroA200,1,4.021,4.021,4.021,0.0,29474.0,0.0
island-dtam,opt,kroA200,200,4,8,30,240,1660,6,1,0.15,29486,0.401798,4.018,-1,1322,1322,1328,0,E6,kroA200,1,4.018,4.018,4.018,0.0,29486.0,0.0
island-dtam,opt,kroA200,200,4,8,30,240,1720,7,1,0.15,29497,0.439254,4,-1,1369,1369,1376,0,E6,kroA200,1,4.0,4.0,4.0,0.0,29497.0,0.0
island-dtam,opt,kroA200,200,4,8,30,240,1720,8,1,0.15,29409,0.139608,4.016,-1,1369,1369,1376,0,E6,kroA200,1,4.016,4.016,4.016,0.0,29409.0,0.0
island-dtam,opt,kroA200,200,4,8,30,240,1730,9,1,0.15,29527,0.541406,4.007,-1,1377,1377,1384,0,E6,kroA200,1,4.007,4.007,4.007,0.0,29527.0,0.0
island-dtam,opt,kroA200,200,4,8,30,240,1770,10,1,0.15,29492,0.422228,4.008,-1,1409,1409,1416,0,E6,kroA200,1,4.008,4.008,4.008,0.0,29492.0,0.0
island-dtam,opt,kroA200,200,4,8,30,240,1710,11,1,0.15,29423,0.187279,4.017,-1,1360,1360,1368,0,E6,kroA200,1,4.017,4.017,4.017,0.0,29423.0,0.0
island-dtam,opt,kroA200,200,4,8,30,240,1750,12,1,0.15,29641,0.929583,4.007,-1,1392,1392,1400,0,E6,kroA200,1,4.007,4.007,4.007,0.0,29641.0,0.0
serial,opt,st70,70,1,1,240,240,5423,1,1,0.15,675,0,4,-1,0,0,0,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
serial,opt,st70,70,1,1,240,240,5584,2,1,0.15,675,0,4,-1,0,0,0,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
serial,opt,st70,70,1,1,240,240,5467,3,1,0.15,675,0,4,-1,0,0,0,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
serial,opt,st70,70,1,1,240,240,6048,4,1,0.15,675,0,4,-1,0,0,0,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
serial,opt,st70,70,1,1,240,240,6028,5,1,0.15,675,0,4,-1,0,0,0,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
serial,opt,st70,70,1,1,240,240,5995,6,1,0.15,675,0,4,-1,0,0,0,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
serial,opt,st70,70,1,1,240,240,5898,7,1,0.15,675,0,4,-1,0,0,0,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
serial,opt,st70,70,1,1,240,240,6146,8,1,0.15,675,0,4,-1,0,0,0,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
serial,opt,st70,70,1,1,240,240,5731,9,1,0.15,675,0,4,-1,0,0,0,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
serial,opt,st70,70,1,1,240,240,5789,10,1,0.15,675,0,4,-1,0,0,0,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
serial,opt,st70,70,1,1,240,240,5909,11,1,0.15,675,0,4,-1,0,0,0,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
serial,opt,st70,70,1,1,240,240,6032,12,1,0.15,675,0,4,-1,0,0,0,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
island-fixed,opt,st70,70,4,8,30,240,16770,1,1,0.15,675,0,4.001,-1,13416,13411,13416,0,E6,st70,1,4.001,4.001,4.001,0.0,675.0,0.0
island-fixed,opt,st70,70,4,8,30,240,13100,2,1,0.15,675,0,4,-1,10480,10474,10480,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
island-fixed,opt,st70,70,4,8,30,240,13170,3,1,0.15,675,0,4,-1,10536,10530,10536,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
island-fixed,opt,st70,70,4,8,30,240,13020,4,1,0.15,675,0,4.001,-1,10416,10410,10416,0,E6,st70,1,4.001,4.001,4.001,0.0,675.0,0.0
island-fixed,opt,st70,70,4,8,30,240,12770,5,1,0.15,675,0,4.002,-1,10216,10209,10216,0,E6,st70,1,4.002,4.002,4.002,0.0,675.0,0.0
island-fixed,opt,st70,70,4,8,30,240,12450,6,1,0.15,675,0,4.002,-1,9960,9951,9960,0,E6,st70,1,4.002,4.002,4.002,0.0,675.0,0.0
island-fixed,opt,st70,70,4,8,30,240,12610,7,1,0.15,675,0,4.001,-1,10088,10079,10088,0,E6,st70,1,4.001,4.001,4.001,0.0,675.0,0.0
island-fixed,opt,st70,70,4,8,30,240,12650,8,1,0.15,675,0,4.001,-1,10120,10113,10120,0,E6,st70,1,4.001,4.001,4.001,0.0,675.0,0.0
island-fixed,opt,st70,70,4,8,30,240,12460,9,1,0.15,675,0,4,-1,9968,9961,9968,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
island-fixed,opt,st70,70,4,8,30,240,12540,10,1,0.15,675,0,4.002,-1,10032,10025,10032,0,E6,st70,1,4.002,4.002,4.002,0.0,675.0,0.0
island-fixed,opt,st70,70,4,8,30,240,12600,11,1,0.15,675,0,4,-1,10080,10073,10080,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
island-fixed,opt,st70,70,4,8,30,240,12490,12,1,0.15,675,0,4.001,-1,9992,9986,9992,0,E6,st70,1,4.001,4.001,4.001,0.0,675.0,0.0
island-dtam,opt,st70,70,4,8,30,240,11870,1,1,0.15,675,0,4.002,-1,9489,9489,9496,0,E6,st70,1,4.002,4.002,4.002,0.0,675.0,0.0
island-dtam,opt,st70,70,4,8,30,240,12390,2,1,0.15,675,0,4,-1,9906,9906,9912,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
island-dtam,opt,st70,70,4,8,30,240,12420,3,1,0.15,675,0,4,-1,9929,9929,9936,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
island-dtam,opt,st70,70,4,8,30,240,12450,4,1,0.15,675,0,4.002,-1,9953,9953,9960,0,E6,st70,1,4.002,4.002,4.002,0.0,675.0,0.0
island-dtam,opt,st70,70,4,8,30,240,12450,5,1,0.15,675,0,4,-1,9952,9952,9960,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
island-dtam,opt,st70,70,4,8,30,240,12490,6,1,0.15,675,0,4.001,-1,9983,9983,9992,0,E6,st70,1,4.001,4.001,4.001,0.0,675.0,0.0
island-dtam,opt,st70,70,4,8,30,240,12570,7,1,0.15,675,0,4,-1,10048,10048,10056,0,E6,st70,1,4.0,4.0,4.0,0.0,675.0,0.0
island-dtam,opt,st70,70,4,8,30,240,12550,8,1,0.15,675,0,4.001,-1,10033,10033,10040,0,E6,st70,1,4.001,4.001,4.001,0.0,675.0,0.0
island-dtam,opt,st70,70,4,8,30,240,12340,9,1,0.15,675,0,4.001,-1,9864,9864,9872,0,E6,st70,1,4.001,4.001,4.001,0.0,675.0,0.0
island-dtam,opt,st70,70,4,8,30,240,12490,10,1,0.15,675,0,4.001,-1,9983,9983,9992,0,E6,st70,1,4.001,4.001,4.001,0.0,675.0,0.0
island-dtam,opt,st70,70,4,8,30,240,12540,11,1,0.15,680,0.740741,4,-1,10025,10025,10032,0,E6,st70,1,4.0,4.0,4.0,0.0,680.0,0.0
island-dtam,opt,st70,70,4,8,30,240,12290,12,1,0.15,675,0,4.002,-1,9827,9827,9832,0,E6,st70,1,4.002,4.002,4.002,0.0,675.0,0.0
