generation,elapsed,best_len,gap,diversity,migrations
5,0.0803699,19064.6,19.6794,0.449817,0
10,0.142742,18445.8,15.7945,0.371425,0
15,0.199892,18445.8,15.7945,0.33915,0
20,0.255595,18298.4,14.8691,0.281617,0
25,0.309207,18294.9,14.8474,0.35255,0
30,0.368733,18012.7,13.076,0.3052,0
35,0.423252,17970.3,12.8096,0.240442,0
40,0.476843,17970.3,12.8096,0.224908,0
45,0.534453,17970.3,12.8096,0.262017,0
50,0.590188,17970.3,12.8096,0.284992,0
55,0.645711,17970.3,12.8096,0.266475,0
60,0.69586,17970.3,12.8096,0.291267,0
65,0.750864,17970.3,12.8096,0.276242,0
70,0.806683,17969.7,12.8062,0.250992,0
75,0.862399,17969.7,12.8062,0.260183,0
80,0.91857,17969.7,12.8062,0.253392,0
85,0.971378,17969.7,12.8062,0.241892,0
90,1.0242,17969.7,12.8062,0.235108,0
95,1.07899,17969.7,12.8062,0.23805,0
100,1.13153,17969.7,12.8062,0.239183,0
105,1.18082,17969.7,12.8062,0.2603,0
110,1.23643,17969.7,12.8062,0.260592,0
115,1.29646,17969.7,12.8062,0.236667,0
120,1.34697,17969.7,12.8062,0.251242,0
125,1.39979,17969.7,12.8062,0.24825,0
130,1.45494,17969.7,12.8062,0.247267,0
135,1.50348,17969.7,12.8062,0.239825,0
140,1.55482,17969.7,12.8062,0.255342,0
145,1.60621,17969.7,12.8062,0.250892,0
150,1.65893,17969.7,12.8062,0.224975,0
155,1.71295,17969.7,12.8062,0.249992,0
160,1.76993,17969.7,12.8062,0.238883,0
165,1.82538,17969.7,12.8062,0.2505,0
170,1.87696,17969.7,12.8062,0.256992,0
175,1.93408,17969.7,12.8062,0.272742,0
180,1.98705,17969.7,12.8062,0.2652,0
185,2.04749,17969.7,12.8062,0.294592,0
190,2.09606,17969.7,12.8062,0.286108,0
195,2.15311,17969.7,12.8062,0.2882,0
200,2.20591,17969.7,12.8062,0.2794,0
205,2.26057,17969.7,12.8062,0.3002,0
210,2.3199,17969.7,12.8062,0.267917,0
215,2.37594,17969.7,12.8062,0.265683,0
220,2.42783,17969.7,12.8062,0.282025,0
225,2.49018,17969.7,12.8062,0.25275,0
230,2.54579,17969.7,12.8062,0.255775,0
235,2.60322,17969.7,12.8062,0.255925,0
240,2.65314,17969.7,12.8062,0.248192,0
245,2.70589,17969.7,12.8062,0.277625,0
250,2.75978,17969.7,12.8062,0.295217,0
255,2.81625,17969.7,12.8062,0.261075,0
260,2.87264,17969.7,12.8062,0.25355,0
265,2.92562,17969.7,12.8062,0.285833,0
270,2.97689,17969.7,12.8062,0.250558,0
