generation,elapsed,best_len,gap,diversity,migrations
5,0.192454,18818.1,18.1321,0.463625,0
10,0.263949,18545.3,16.4195,0.387242,0
15,0.322859,18402.1,15.5203,0.38515,0
20,0.378117,18264.7,14.6579,0.350158,0
25,0.42977,17940.8,12.6245,0.310625,0
30,0.489821,17675.3,10.9581,0.29445,0
35,0.547958,17675.3,10.9581,0.274183,0
40,0.601363,17675.3,10.9581,0.239167,0
45,0.653453,17675.3,10.9581,0.233542,0
50,0.70516,17662.4,10.8771,0.22545,0
55,0.75839,17662.4,10.8771,0.265158,0
60,0.810054,17662.4,10.8771,0.275525,0
65,0.865829,17642.7,10.7534,0.278283,0
70,0.919719,17642.7,10.7534,0.263742,0
75,0.972701,17642.7,10.7534,0.253567,0
80,1.02692,17642.7,10.7534,0.217,0
85,1.08104,17553.7,10.1945,0.256558,0
90,1.14247,17553.7,10.1945,0.253417,0
95,1.19739,17553.7,10.1945,0.262483,0
100,1.26159,17553.7,10.1945,0.210542,0
105,1.32737,17553.7,10.1945,0.225892,0
110,1.38116,17553.7,10.1945,0.240217,0
115,1.43572,17553.7,10.1945,0.236775,0
120,1.49333,17538.9,10.1015,0.226817,0
125,1.55138,17538.9,10.1015,0.226575,0
130,1.5999,17538.9,10.1015,0.235983,0
135,1.64932,17538.9,10.1015,0.216558,0
140,1.70969,17538.9,10.1015,0.233517,0
145,1.78632,17538.9,10.1015,0.235217,0
150,1.89742,17538.9,10.1015,0.205683,0
155,2.01857,17538.9,10.1015,0.210725,0
160,2.10379,17538.9,10.1015,0.2005,0
165,2.15809,17538.9,10.1015,0.201708,0
170,2.20997,17538.9,10.1015,0.2107,0
175,2.26009,17538.9,10.1015,0.222792,0
180,2.31216,17538.9,10.1015,0.1817,0
185,2.36239,17538.9,10.1015,0.216358,0
190,2.41296,17538.9,10.1015,0.223342,0
195,2.47453,17538.9,10.1015,0.213767,0
200,2.52827,17538.9,10.1015,0.214658,0
205,2.58517,17538.9,10.1015,0.20585,0
210,2.63916,17538.9,10.1015,0.228892,0
215,2.69083,17538.9,10.1015,0.234525,0
220,2.74472,17538.9,10.1015,0.248442,0
225,2.79978,17538.9,10.1015,0.267675,0
230,2.85449,17538.9,10.1015,0.255883,0
235,2.90969,17538.9,10.1015,0.252367,0
240,2.96331,17538.9,10.1015,0.248217,0
