generation,elapsed,best_len,gap,diversity,migrations
5,0.0897989,18923.4,18.793,0.456033,0
10,0.148234,18036.2,13.2233,0.370717,0
15,0.197969,18036.2,13.2233,0.339008,0
20,0.250286,17952.4,12.6973,0.350458,0
25,0.314841,17952.4,12.6973,0.322842,0
30,0.374932,17368.9,9.03423,0.313342,0
35,0.423936,17368.9,9.03423,0.280142,0
40,0.473284,17368.9,9.03423,0.251342,0
45,0.533203,17368.9,9.03423,0.269492,0
50,0.583122,17337.5,8.83753,0.226483,0
55,0.635996,17337.5,8.83753,0.217333,0
60,0.689331,17337.5,8.83753,0.232433,0
65,0.741633,17337.5,8.83753,0.255608,0
70,0.800002,17337.5,8.83753,0.230917,0
75,0.854438,17337,8.8342,0.228633,0
80,0.906363,17337,8.8342,0.269317,0
85,0.958385,17337,8.8342,0.247683,0
90,1.00882,17337,8.8342,0.247642,0
95,1.0623,17337,8.8342,0.288475,0
100,1.11738,17337,8.8342,0.301158,0
105,1.17015,17337,8.8342,0.283842,0
110,1.22423,17337,8.8342,0.231558,0
115,1.27516,17337,8.8342,0.2091,0
120,1.32736,17337,8.8342,0.227767,0
125,1.383,17337,8.8342,0.218192,0
130,1.43835,17337,8.8342,0.201575,0
135,1.48811,17323.3,8.74797,0.255742,0
140,1.5424,17323.3,8.74797,0.2641,0
145,1.59718,17323.3,8.74797,0.236217,0
150,1.65468,17323.3,8.74797,0.25905,0
155,1.71136,17323.3,8.74797,0.250675,0
160,1.76449,17323.3,8.74797,0.236217,0
165,1.82144,17323.3,8.74797,0.252042,0
170,1.88195,17323.3,8.74797,0.264683,0
175,1.93883,17323.3,8.74797,0.265975,0
180,1.99242,17323.3,8.74797,0.231092,0
185,2.05082,17323.3,8.74797,0.2316,0
190,2.10489,17323.3,8.74797,0.219642,0
195,2.15797,17323.3,8.74797,0.228992,0
200,2.21094,17323.3,8.74797,0.238542,0
205,2.26227,17323.3,8.74797,0.242733,0
210,2.31416,17323.3,8.74797,0.24605,0
215,2.3708,17323.3,8.74797,0.244508,0
220,2.4246,17323.3,8.74797,0.240067,0
225,2.47912,17323.3,8.74797,0.256475,0
230,2.52619,17323.3,8.74797,0.196367,0
235,2.57436,17323.3,8.74797,0.204517,0
240,2.63029,17323.3,8.74797,0.250175,0
245,2.68401,17323.3,8.74797,0.24215,0
250,2.73849,17323.3,8.74797,0.220742,0
255,2.79196,17323.3,8.74797,0.2346,0
260,2.8479,17323.3,8.74797,0.2388,0
265,2.90002,17323.3,8.74797,0.258583,0
270,2.95742,17323.3,8.74797,0.258983,0
